Species_name,GBIF_name,Order,Family,IUCN_status,Agriculture,Hunting,Invasive_species,Climate_change,Beak_length_culmen,Beak_length_nares,Beak_width,Beak_depth,Tarsus_length,Wing_length,Kipps_distance,Secondary1,Hand_wing_index,Tail_length,Minimum_latitude,Maximum_latitude,Primary_lifestyle,Island_restricted_breeding,Latitudinal_range,Elevational_range,Habitat_breadth,Diet_breadth,Realm,Minimum_elevation,Maximum_elevation,Adult_survival_annual,Age_at_first_breeding,Maximum_longevity,Generation_length,Range_size,Body_mass,Clutch_size,Diet,Habitat,Migration,Extinction_risk
Penelope montagnii,Penelope montagnii,GALLIFORMES,Cracidae,LC,0,0,0,0,34.8,14.6,9.1,10.1,58.7,241.5,30.9,219.7,12.2,250.8,-18.07,11.08,Insessorial,0,1,2500,2,2,L,1200,3700,0.823123685,2.199601673,18.95226644,6.294913772,368616.68,706,2,Fruit,Forest,Sedentary,Lower_risk
Penelope marail,Penelope marail,GALLIFORMES,Cracidae,LC,0,0,0,0,40.9,18.6,9.1,10.9,78.9,321.4,35.3,292.7,10.7,348,-3.22,8.59,Insessorial,0,1,500,3,1,L,100,600,0.81873785,2.20974687,19.21638374,6.220894257,1217966.93,879.7,3,Fruit,Forest,Sedentary,Lower_risk
Penelope superciliaris,Penelope superciliaris,GALLIFORMES,Cracidae,NT,1,1,0,0,34.8,16.3,9.9,11,71.8,248.6,34.1,217.8,13.5,286.8,-32.19,-0.58,Insessorial,0,2,1300,6,1,L,0,1300,0.80558911,2.133063548,19.58161335,5.959036654,5614395.75,895,3,Fruit,Forest,Sedentary,Higher_risk
Penelope dabbenei,Penelope dabbenei,GALLIFORMES,Cracidae,LC,0,0,0,0,35.4,15.4,9.1,9.4,67.3,283.5,34.9,248.6,12.3,283.3,-24.05,-18.31,Insessorial,0,1,700,3,3,L,1800,2500,0.81906988,2.270929632,21.41551736,6.421616334,31904.43,1230,3,Fruit,Forest,Sedentary,Lower_risk
Penelope jacquacu,Penelope jacquacu,GALLIFORMES,Cracidae,LC,0,0,0,0,38.4,14.8,8.8,10.4,79.7,296.4,30.3,268.4,10.3,322.4,-18.28,8.63,Insessorial,0,1,1800,3,2,L,100,1900,0.851328956,2.547527858,21.99488123,7.440677483,5007343.09,1487.9,3,Fruit,Forest,Sedentary,Lower_risk
Penelope purpurascens,Penelope purpurascens,GALLIFORMES,Cracidae,NT,1,1,0,0,45.8,18.2,10.1,11.2,83.5,379.7,45.7,337.6,12,368.6,-4.22,24.46,Insessorial,0,1,2000,4,3,L,0,2000,0.851264336,2.612971647,23.5698815,7.680779767,1269425.48,2060,3,Fruit,Forest,Sedentary,Higher_risk
Penelope perspicax,Penelope perspicax,GALLIFORMES,Cracidae,VU,1,1,0,0,40.5,15.5,18.8,10.7,86.2,325,43,309,12.2,333.5,2.43,4.73,Insessorial,0,1,900,3,2,L,1200,2100,0.842967963,2.433662674,20.98794739,7.122982059,107.66,1197,2,Fruit,Forest,Sedentary,Higher_risk
Penelope albipennis,Penelope albipennis,GALLIFORMES,Cracidae,EN,1,1,0,0,40.4,16.7,9.8,11.3,83.7,317.5,52,265.5,16.4,313.5,-6.74,-5.43,Insessorial,0,1,600,5,3,L,500,1100,0.866819672,2.210203908,19.86760042,7.372553489,3108.85,1750,3,Omnivore,Forest,Sedentary,Higher_risk
Penelope obscura,Penelope obscura,GALLIFORMES,Cracidae,LC,0,0,0,0,34.5,16.6,10.2,12,70.6,309.4,14.6,286.3,4.9,313.5,-34.35,-17.04,Insessorial,0,2,2300,6,2,L,0,2300,0.845840146,2.536034371,24.15045209,7.636499553,1012773.03,1770,4,Fruit,Forest,Sedentary,Lower_risk
Penelope pileata,Penelope pileata,GALLIFORMES,Cracidae,VU,1,1,0,0,40.7,17.5,9.6,11.8,85.5,322,31,290.6,9.6,358.3,-10.47,-1.2,Insessorial,0,1,800,2,2,L,0,800,0.805882755,2.191559989,19.7027722,6.023068929,1046616.16,1249.8,4,Fruit,Forest,Sedentary,Higher_risk
Penelope jacucaca,Penelope jacucaca,GALLIFORMES,Cracidae,VU,1,1,0,0,35.8,16.3,7.9,12.8,70.2,280.4,45.9,240.3,16.2,268.4,-14.69,-4.2,Generalist,0,1,1000,4,3,L,0,1000,0.838812044,2.319149654,20.65403027,6.91012512,617593.52,1400,3,Fruit,Woodland,Sedentary,Higher_risk
Pipile pipile,Pipile pipile,GALLIFORMES,Cracidae,CR,1,1,0,1,37.6,18.2,9.8,11.1,64,331,63.1,267.9,18.7,280,10.2,10.84,Insessorial,1,1,500,3,3,L,400,900,0.858220962,3.086136283,23.41524692,8.256941984,502.77,1816.6,2,Fruit,Forest,Sedentary,Higher_risk
Pipile cumanensis,Pipile cumanensis,GALLIFORMES,Cracidae,LC,0,0,0,0,36.9,18.2,10.3,10.7,61.7,334.4,61.7,279.4,18.1,302.1,-27.03,10.23,Insessorial,0,1,1000,4,2,L,0,1000,0.819377574,2.648891317,19.81454783,6.699559464,3138839.62,1239.2,3,Fruit,Forest,Sedentary,Lower_risk
Pipile cujubi,Pipile cujubi,GALLIFORMES,Cracidae,VU,1,1,0,1,36.1,16.6,9,10.9,66.4,347.8,53.7,292.8,15.6,299.6,-16.67,-0.96,Insessorial,0,1,700,2,2,L,0,700,0.83682283,2.632800111,20.34843317,7.001431855,2677912.48,1195.8,2.5,Fruit,Forest,Sedentary,Higher_risk
Pipile jacutinga,Pipile jacutinga,GALLIFORMES,Cracidae,EN,1,1,0,0,38.3,17.6,9.4,11.2,67.1,340,66.6,274.6,19.5,285.4,-28.3,-19.33,Insessorial,0,1,1000,4,1,L,0,1000,0.832513926,2.754228156,22.36291226,7.381390074,169256.82,1241,4,Fruit,Forest,Sedentary,Higher_risk
Aburria aburri,Aburria aburri,GALLIFORMES,Cracidae,LC,1,1,0,0,37.1,16.6,9.3,10.2,65.8,337.2,52.5,283.1,15.7,290.4,-13.43,11.15,Insessorial,0,1,2100,2,2,L,400,2500,0.847575988,2.715930502,20.65698459,7.418901822,139314.36,1405.1,2.43589743589743,Fruit,Forest,Sedentary,Lower_risk
Oreophasis derbianus,Oreophasis derbianus,GALLIFORMES,Cracidae,EN,1,1,1,1,42.7,20.7,10.3,14.1,82,370.5,33.5,337,9,352.8,14.41,17.18,Insessorial,0,1,800,1,2,L,2300,3100,0.888334997,3.081736134,23.10023729,9.131387472,7715.08,2071.5,2,Fruit,Forest,Sedentary,Higher_risk
Ortalis vetula,Ortalis vetula,GALLIFORMES,Cracidae,LC,0,0,0,0,28.3,12.2,6.9,8.8,61.1,198,22.1,172.2,11.4,230.4,9.83,26.91,Insessorial,0,2,1850,5,3,L,0,1850,0.7614314,2,13.51497129,4.804508169,603225.55,562.6,4,Fruit,Shrub,Sedentary,Lower_risk
Ortalis cinereiceps,Ortalis cinereiceps,GALLIFORMES,Cracidae,LC,0,0,0,0,29.3,13.3,7.3,9,60.2,205.5,27.4,177.9,13.3,207.2,5.31,15.88,Insessorial,0,1,1700,5,3,L,0,1700,0.754693438,1.631047833,12.75676419,4.283435595,236334.32,493,3,Fruit,Shrub,Sedentary,Lower_risk
Ortalis garrula,Ortalis garrula,GALLIFORMES,Cracidae,LC,0,0,0,0,28.8,14.8,8.9,10.4,60.6,213.6,25.3,188.3,11.9,249.1,6.9,11.36,Insessorial,0,1,800,4,2,L,0,800,0.75859357,1.655692455,12.85723965,4.345856726,109708.02,532,3,Fruit,Shrub,Sedentary,Lower_risk
Ortalis ruficauda,Ortalis ruficauda,GALLIFORMES,Cracidae,LC,0,0,0,0,30.9,14.2,8.2,10.6,61.7,219.8,21.7,198.1,9.8,261,6.34,12.49,Insessorial,0,1,1600,3,3,L,0,1600,0.746677729,1.623563238,12.770538,4.199549429,474068.72,586.2,4,Fruit,Forest,Sedentary,Lower_risk
Ortalis erythroptera,Ortalis erythroptera,GALLIFORMES,Cracidae,VU,1,1,0,0,32.3,15,9.4,10.2,71.9,219.2,26.8,192.4,12.3,259.2,-4.58,1.83,Insessorial,0,1,1390,6,2,L,0,1390,0.806842229,1.666710241,12.22761921,4.698048191,74565.61,632,3,Fruit,Forest,Sedentary,Higher_risk
Ortalis wagleri,Ortalis wagleri,GALLIFORMES,Cracidae,LC,0,1,0,0,31,15.1,8.2,10.4,68,241.5,43,198.5,17.9,243.2,20.39,28.91,Insessorial,0,2,1300,4,1,L,0,1300,0.780753194,1.809002556,14.92090046,4.918091446,114061.43,834,3,Fruit,Forest,Sedentary,Lower_risk
Ortalis poliocephala,Ortalis poliocephala,GALLIFORMES,Cracidae,LC,0,0,0,0,33,17.3,10.1,11.2,76,260,25.2,233,9.9,291.8,15.65,20.63,Generalist,0,1,2400,4,4,L,0,2400,0.726968714,1.4065548,12.83972306,3.859929327,200072.2,760,3,Fruit,Forest,Sedentary,Lower_risk
Ortalis leucogastra,Ortalis leucogastra,GALLIFORMES,Cracidae,LC,0,0,0,0,30.7,13.9,7.7,9.9,57.8,208.6,35.9,172.9,17.2,204.5,11.75,16.09,Insessorial,0,1,1500,3,3,L,0,1500,0.771431681,1.697345975,13.26112739,4.514599182,57398.42,495.8,3,Fruit,Forest,Sedentary,Lower_risk
Ortalis guttata,Ortalis guttata,GALLIFORMES,Cracidae,LC,0,0,0,0,28.2,11.6,6.3,9.1,53.6,192.3,29.3,165.6,15,214.5,-22.23,6.12,Insessorial,0,1,2000,5,2,L,0,2000,0.775761689,1.60469779,12.4682664,4.346695639,4434552.3,547.7,4,Fruit,Shrub,Sedentary,Lower_risk
Ortalis araucuan,Ortalis araucuan,GALLIFORMES,Cracidae,LC,0,0,0,0,26.4,10.7,6.9,9.2,55.7,179.8,20.9,157.7,11.7,217.2,-19.8,-5.79,Insessorial,0,1,1800,3,1,L,0,1800,0.73,1.499885907,8.8,3.640601316,349725.59,547.7,3,Fruit,Forest,Sedentary,Lower_risk
Ortalis squamata,Ortalis squamata,GALLIFORMES,Cracidae,LC,0,1,0,0,25,13,9,10.5,57,205.8,20.3,185.5,10,229.1,-32.07,-22.07,Insessorial,0,2,800,4,2,L,0,800,0.73,1.499885907,8.8,3.640601316,290989.61,547.7,3,Fruit,Shrub,Sedentary,Lower_risk
Ortalis motmot,Ortalis motmot,GALLIFORMES,Cracidae,LC,0,0,0,0,30.2,16.2,9.9,12.1,61.5,206.8,31.7,175.2,15.4,237.3,-9,8.63,Insessorial,0,1,1700,5,1,L,0,1700,0.757429293,1.64826854,12.44329635,4.227407822,2134685.16,520,3,Fruit,Forest,Sedentary,Lower_risk
Ortalis superciliaris,Ortalis superciliaris,GALLIFORMES,Cracidae,LC,1,1,0,0,22.9,11,6.1,7.7,48,175.7,21.5,153.1,12.3,203.5,-7.78,-0.54,Insessorial,0,1,1000,3,1,L,0,1000,0.778917303,1.749760124,13.16326568,4.643017014,386955.95,520,3,Fruit,Shrub,Sedentary,Lower_risk
Crax rubra,Crax rubra,GALLIFORMES,Cracidae,VU,1,1,1,1,53,24.5,11.9,20.2,106.8,381.2,35.6,345.6,9.3,340.2,-2.35,24.04,Terrestrial,0,1,1200,3,4,L,0,1200,0.883838385,2.442865618,25.46765901,8.744835209,662063.72,4133,2,Fruit,Forest,Sedentary,Higher_risk
Crax alberti,Crax alberti,GALLIFORMES,Cracidae,CR,1,1,0,0,52.5,26.5,12.4,21.8,107,401,42.7,354.1,10.8,352,5.66,11.35,Terrestrial,0,1,600,1,2,L,0,600,0.865355477,2.122350159,22.85556875,7.596253107,4775.15,2499.9,2,Fruit,Forest,Sedentary,Higher_risk
Crax daubentoni,Crax daubentoni,GALLIFORMES,Cracidae,NT,1,1,0,0,51.5,25.4,12.3,20.3,99.3,381.2,23.9,350.6,6.4,340.5,6.6,12.2,Generalist,0,1,1400,4,2,L,100,1500,0.868689649,2.21254198,22.67493379,7.786905014,403077.45,2499.9,2,Fruit,Forest,Sedentary,Higher_risk
Crax alector,Crax alector,GALLIFORMES,Cracidae,LC,1,1,0,0,56.7,24.9,13.7,23.1,113.5,395,20.3,366.2,5.3,359.8,-3.1,10.04,Terrestrial,0,1,1700,5,2,L,0,1700,0.873030652,2.273847514,22.74544317,7.9814964,2099461.66,2872,3,Fruit,Forest,Sedentary,Lower_risk
Crax fasciolata,Crax fasciolata,GALLIFORMES,Cracidae,VU,1,1,0,0,48.2,21.6,11.9,21.6,100.5,354.9,32.5,332,8.9,346.2,-28.32,-1.93,Terrestrial,0,1,800,5,4,L,0,800,0.869930444,2.229717114,23.43758084,7.841890709,3404818.89,2600,3,Fruit,Forest,Sedentary,Higher_risk
Crax blumenbachii,Crax blumenbachii,GALLIFORMES,Cracidae,EN,1,1,0,0,45.7,23.4,15.3,23.3,110,384,33.9,307.1,9.7,333.8,-19.6,-15.21,Terrestrial,0,1,500,4,4,L,0,500,0.879005076,2.364168311,25.08832839,8.49102819,1149.72,3500,3,Fruit,Forest,Sedentary,Higher_risk
Mitu tuberosum,Mitu tuberosum,GALLIFORMES,Cracidae,NT,1,1,0,0,59.7,35.8,16.4,42.7,109.6,385.4,39.1,346.4,10.2,329.5,-18.43,-0.81,Terrestrial,0,1,1350,2,3,L,0,1350,0.861390475,2.317697405,23.87778331,7.763783055,3902756.34,2769.5,3,Fruit,Forest,Sedentary,Higher_risk
Mitu salvini,Mitu salvini,GALLIFORMES,Cracidae,LC,0,0,0,0,56.2,31.9,13.9,30.1,110.8,366.5,30,336.6,8.3,325.5,-5,3.3,Terrestrial,0,1,600,2,4,L,0,600,0.879100188,2.269503625,24.72905102,8.399765943,490126.15,3100,2,Fruit,Forest,Sedentary,Lower_risk
Pauxi unicornis,Pauxi unicornis,GALLIFORMES,Cracidae,EN,1,1,0,1,54,33.1,18.9,33.3,110,406,32.2,373.8,7.9,324,-17.98,-16.46,Terrestrial,0,1,400,2,3,L,500,900,0.901893121,3.542487265,29.48618976,10.83130442,8476.12,3743.2,1,Omnivore,Forest,Sedentary,Higher_risk
Pauxi pauxi,Pauxi pauxi,GALLIFORMES,Cracidae,VU,1,1,0,0,64.5,28.8,15.1,28.2,103.8,379.6,29,350.6,7.8,317.5,6.31,11.34,Terrestrial,0,1,800,1,3,L,1000,1800,0.879268341,3.162526704,26.16027151,9.298808633,40122.69,3117.7,2,Omnivore,Forest,Sedentary,Higher_risk
Numida meleagris,Numida meleagris,GALLIFORMES,Numididae,LC,0,0,0,0,26.1,17.6,11.8,13.8,67.3,253.8,51.5,200.1,20.4,138.4,-34.04,18.91,Terrestrial,0,2,3000,7,4,F,0,3000,0.614821092,1.138523325,10.93700327,2.682275619,12744779.36,1299,12,Omnivore,Savanna,Sedentary,Lower_risk
Agelastes niger,Agelastes niger,GALLIFORMES,Numididae,LC,0,1,0,0,27.5,16,10.8,9.6,69.7,210.4,37.7,172.3,18,135.8,-5.43,6.16,Terrestrial,0,1,830,2,5,F,0,830,0.84156157,2.189896134,15.32769322,6.127486869,764292.38,700,9.80000000000004,Omnivore,Forest,Sedentary,Lower_risk
Acryllium vulturinum,Acryllium vulturinum,GALLIFORMES,Numididae,LC,0,0,0,0,39.7,27,15.4,16.1,94.2,300.1,59.6,238,19.9,273.4,-5.42,9.55,Terrestrial,0,1,1900,6,4,F,0,1900,0.392683255,1.055792944,11.50462482,2.541024858,1226666.24,1330,8,Omnivore,Shrub,Sedentary,Lower_risk
Guttera plumifera,Guttera plumifera,GALLIFORMES,Numididae,LC,0,0,0,0,32.6,22.6,12.9,13.4,76,232.4,37.4,189.3,16.6,103.2,-5.91,8.81,Terrestrial,0,1,540,1,4,F,0,540,0.614403472,1.451949202,12.44186434,3.014092501,834485.49,866,10,Omnivore,Forest,Sedentary,Lower_risk
Guttera verreauxi,Guttera verreauxi,GALLIFORMES,Numididae,LC,0,0,0,0,38.8,23.3,13.8,14.4,78.9,271.4,33.1,241.4,12.1,116.7,-14.48,11.93,Terrestrial,0,1,2200,3,4,F,0,2200,0.47487037,1.359616293,13.22267054,3.045870506,2359386.11,1149,5,Omnivore,Forest,Sedentary,Lower_risk
Guttera pucherani,Guttera pucherani,GALLIFORMES,Numididae,LC,0,0,0,0,32,23.1,15.3,14,73,268.5,51,217.5,19,136.5,-7.33,2.82,Terrestrial,0,1,2200,4,4,F,0,2200,0.810728834,2.260976293,17.19503752,5.966932988,519919.07,1149,5,Omnivore,Forest,Sedentary,Lower_risk
Guttera edouardi,Guttera edouardi,GALLIFORMES,Numididae,LC,0,0,0,0,33.7,25.6,12.3,15.2,75.1,275.7,61,214.7,22.1,114.8,-29.56,-6.41,Terrestrial,0,2,1370,3,4,F,0,1370,0.47487037,1.359616293,13.22267054,3.045870506,953994.69,1149,5,Omnivore,Forest,Sedentary,Lower_risk
Ptilopachus petrosus,Ptilopachus petrosus,GALLIFORMES,Odontophoridae,LC,0,0,0,0,16.9,10.1,5.8,6.3,28,117.2,24.8,91.7,21.2,75.5,0.23,18.44,Terrestrial,0,1,900,7,4,F,600,1500,0.660463,1.449231668,13.08590576,3.334995815,4691145.79,193,6,Omnivore,Rocky,Sedentary,Lower_risk
Ptilopachus nahani,Ptilopachus nahani,GALLIFORMES,Odontophoridae,VU,1,1,1,0,16.9,9.7,5.4,6.3,34.2,134,30.3,103.7,22.6,71,0.39,1.94,Terrestrial,0,1,1000,2,3,F,500,1500,0.726957991,1.719126886,14.61586377,4.21852974,1711.18,310,4,Omnivore,Forest,Sedentary,Higher_risk
Philortyx fasciatus,Philortyx fasciatus,GALLIFORMES,Odontophoridae,LC,0,0,0,0,13.7,8.2,6.2,7.7,26.7,98.6,22.9,76.6,23,57.2,16.59,19.85,Terrestrial,0,1,1650,3,3,L,0,1650,0.614057206,1.289787467,12.18062985,2.846256103,90841.05,130,7,Omnivore,Shrub,Sedentary,Lower_risk
Oreortyx pictus,Oreortyx pictus,GALLIFORMES,Odontophoridae,LC,0,0,0,0,15.4,8.7,6.6,8,35,134,41.4,89.8,31.6,73,29.57,47.69,Terrestrial,0,3,2300,3,3,N,700,3000,0.443783541,1.017874468,11.99660862,2.578428464,346065.66,233,16,Omnivore,Shrub,Sedentary,Lower_risk
Colinus virginianus,Colinus virginianus,GALLIFORMES,Odontophoridae,NT,1,1,0,0,14.9,8.6,7,8.4,29.6,109.8,30.3,79.4,27.6,56.8,14.51,45.69,Terrestrial,0,2,2500,3,2,LN,0,2500,0.56,1.035018325,9.254334893,2.258734621,4364464.18,171.9,15,Omnivore,Woodland,Sedentary,Higher_risk
Colinus nigrogularis,Colinus nigrogularis,GALLIFORMES,Odontophoridae,LC,0,0,0,0,14.5,9.8,7.4,8.9,28.2,102,25,76,24.7,55.2,12.94,21.61,Terrestrial,0,1,200,5,1,L,0,200,0.61362223,1.031070885,8.93007681,2.506817732,108756.64,129.8,7.35000000000004,Omnivore,Shrub,Sedentary,Lower_risk
Colinus leucopogon,Colinus leucopogon,GALLIFORMES,Odontophoridae,LC,0,0,0,0,14.1,8.8,6.5,8.1,26.1,102.8,24.3,78.2,23.9,52.8,9.55,15.63,Terrestrial,0,1,1500,5,5,L,0,1500,0.621010831,1.029334557,8.791808875,2.542577191,145250.93,128.7,13,Omnivore,Grassland,Sedentary,Lower_risk
Colinus cristatus,Colinus cristatus,GALLIFORMES,Odontophoridae,LC,0,0,0,0,14.7,8.7,6.1,7.6,28.5,99.8,26.1,72.4,26.6,57.3,-0.16,12.63,Terrestrial,0,1,2700,4,3,L,0,2700,0.344961902,0.723446988,6.413837444,1.532298122,1865470.32,134.5,15,Omnivore,Savanna,Sedentary,Lower_risk
Callipepla squamata,Callipepla squamata,GALLIFORMES,Odontophoridae,LC,0,0,0,0,14,8.2,6,6.9,31.7,116,27.8,87.4,24.2,79.4,20.66,38.94,Terrestrial,0,3,1000,3,3,N,1000,2000,0.350884914,1.025611263,8.956021549,2.152866308,1414278.24,183.9,16,Omnivore,Shrub,Sedentary,Lower_risk
Callipepla douglasii,Callipepla douglasii,GALLIFORMES,Odontophoridae,LC,0,0,0,0,14.5,8.7,6.8,8.2,30.3,112.8,25.1,84.1,23,68.6,20.48,29.79,Terrestrial,0,2,1500,2,3,LN,0,1500,0.530609699,1.356423819,9.570509969,2.5240015,118889.46,177.1,20,Omnivore,Forest,Sedentary,Lower_risk
Callipepla gambelii,Callipepla gambelii,GALLIFORMES,Odontophoridae,LC,0,0,0,0,14.9,9.6,6.3,6.6,30.7,112.8,32,80.8,28.4,87.8,24.58,40.03,Terrestrial,0,3,1650,4,4,N,0,1650,0.4,1.00511408,8.891931043,2.126172625,542153.29,166,19,Omnivore,Desert,Sedentary,Lower_risk
Callipepla californica,Callipepla californica,GALLIFORMES,Odontophoridae,LC,0,0,0,0,14.1,7.2,5.6,6.8,28.5,108.2,28.3,79.5,26.2,82.2,22.87,51.77,Terrestrial,0,3,2590,5,3,N,0,2590,0.4,1,9.6,2.222432767,1087257.04,165.7,26,Omnivore,Shrub,Sedentary,Lower_risk
Dendrortyx barbatus,Dendrortyx barbatus,GALLIFORMES,Odontophoridae,VU,1,1,0,0,19.8,11.3,9.6,12.4,46.5,150.5,25.6,124.9,17,107.8,18.58,21.63,Terrestrial,0,1,2200,3,4,L,900,3100,0.796514209,2.014859278,16.08294466,5.418059096,6883.51,432,8,Omnivore,Forest,Sedentary,Higher_risk
Dendrortyx macroura,Dendrortyx macroura,GALLIFORMES,Odontophoridae,LC,0,1,0,0,20.4,12.5,12.8,14.4,50.3,165.2,20.8,144.5,12.5,143,15.9,20.89,Terrestrial,0,1,2020,1,4,L,1280,3300,0.744771177,1.834409777,16.63453403,4.702534218,123071.93,431,6,Omnivore,Forest,Sedentary,Lower_risk
Dendrortyx leucophrys,Dendrortyx leucophrys,GALLIFORMES,Odontophoridae,LC,0,0,0,0,19.2,10.7,9.1,12.2,47.6,149.2,31.2,116.5,21.3,122.5,9.45,16,Terrestrial,0,1,2600,2,4,L,300,2900,0.718184555,1.710103079,15.47459728,4.377532187,117127.03,367.4,7,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus gujanensis,Odontophorus gujanensis,GALLIFORMES,Odontophoridae,LC,1,1,0,0,19.7,11.2,7.9,11.5,37.2,143.4,18.8,122.8,13.3,71.3,-20.2,10.72,Terrestrial,0,1,1800,1,3,L,0,1800,0.765831437,1.820343793,13.854177,4.672530393,7536115.55,314.1,4,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus capueira,Odontophorus capueira,GALLIFORMES,Odontophoridae,LC,0,0,0,0,21.3,11.7,7.6,13.1,37.8,146.8,15.2,130.1,10.5,75,-29.96,-3.51,Terrestrial,0,2,1600,1,3,L,0,1600,0.700688757,1.837955273,15.67428812,4.519306033,1724256.7,425.4,5,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus melanotis,Odontophorus melanotis,GALLIFORMES,Odontophoridae,NT,1,1,0,0,19.6,11.1,8.9,12.1,41.9,139.5,33.5,106,24.1,56.2,7.81,16.03,Terrestrial,0,1,1150,1,2,L,450,1600,0.769036425,1.843635656,14.46366642,4.730952693,128032.3,335,5,Omnivore,Forest,Sedentary,Higher_risk
Odontophorus erythrops,Odontophorus erythrops,GALLIFORMES,Odontophoridae,LC,0,0,0,0,21,11.6,8.9,12.9,41.6,143,38.2,103,27,58,-3.96,9,Terrestrial,0,1,1600,1,2,L,0,1600,0.808350619,1.849009444,14.44882976,5.19397167,164035.67,335,4,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus atrifrons,Odontophorus atrifrons,GALLIFORMES,Odontophoridae,LC,1,1,0,0,18.8,10.6,7.7,10.8,41.6,136.4,13.5,122.9,9.9,76.8,9.68,11.22,Terrestrial,0,1,1900,2,2,L,1200,3100,0.79749274,1.814720475,14.43709311,5.028481035,2154.63,304,3,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus hyperythrus,Odontophorus hyperythrus,GALLIFORMES,Odontophoridae,LC,1,1,1,0,21.1,11.7,8.2,11.9,46.6,137.7,23.4,112.7,17.3,59,1.37,7.39,Terrestrial,0,1,1200,3,2,L,1600,2800,0.808262751,1.853561064,14.50789761,5.320001465,60489.28,339.3,5,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus melanonotus,Odontophorus melanonotus,GALLIFORMES,Odontophoridae,LC,1,1,0,0,22.3,12.7,8.5,11.9,45.5,129.7,18.4,111.3,14.2,52.5,-0.62,1.45,Terrestrial,0,1,1100,1,2,L,1100,2200,0.809824133,1.834955771,14.22110629,5.197993586,5430.53,322,7.35000000000004,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus speciosus,Odontophorus speciosus,GALLIFORMES,Odontophoridae,LC,1,1,1,0,19.1,11.4,8.5,11.4,44.5,133.4,21.3,111,16.3,55.2,-19.17,0.69,Terrestrial,0,1,950,1,3,L,800,1750,0.798276149,1.829428377,14.59105918,5.162661754,425862.66,317,5,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus dialeucos,Odontophorus dialeucos,GALLIFORMES,Odontophoridae,LC,1,1,0,0,21.3,11.7,8.7,11.4,41.5,126,14.3,111.7,11.3,50,7.93,8.26,Terrestrial,0,1,400,1,3,L,1050,1450,0.79312903,1.760842619,13.92641265,4.922883028,233.7,260,7.35000000000004,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus strophium,Odontophorus strophium,GALLIFORMES,Odontophoridae,VU,1,1,1,0,21.1,11.5,8.8,11.7,51.3,138,21.8,112.8,16.2,59.7,4.57,6.89,Terrestrial,0,1,450,1,2,L,1600,2050,0.801391612,1.812412856,14.26384124,5.07287753,3431.34,302,7.35000000000004,Omnivore,Forest,Sedentary,Higher_risk
Odontophorus columbianus,Odontophorus columbianus,GALLIFORMES,Odontophoridae,NT,1,1,0,0,20.8,11.9,8.4,11.9,45.5,137.5,18.5,119,13.5,57,10.13,10.9,Terrestrial,0,1,1600,1,3,L,800,2400,0.699077164,1.583723998,12.94233661,3.784915954,9353.75,340,6,Omnivore,Forest,Sedentary,Higher_risk
Odontophorus leucolaemus,Odontophorus leucolaemus,GALLIFORMES,Odontophoridae,LC,0,1,0,0,18.7,10.2,7.9,10.3,43.9,126.4,23.3,101.4,18.7,49.2,8.5,10.98,Terrestrial,0,1,1150,2,2,L,700,1850,0.686412065,1.575555249,14.16899259,4.016044587,9482.02,295,5,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus balliviani,Odontophorus balliviani,GALLIFORMES,Odontophoridae,LC,0,0,0,0,20,11.6,9.1,11.2,45.6,141.8,22.6,119.2,15.9,61.9,-17.64,-11.35,Terrestrial,0,1,2300,3,4,L,1000,3300,0.79545886,1.829906488,14.70274935,5.126271251,90660.55,317.4,7.35000000000004,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus guttatus,Odontophorus guttatus,GALLIFORMES,Odontophoridae,LC,0,0,0,0,19.8,10.8,8.5,12,41.5,145.8,34.4,109.4,23.9,65.6,8.7,19.12,Terrestrial,0,1,2500,1,3,L,500,3000,0.719146798,1.663616089,15.02981974,4.253860246,339131.07,303.8,7.35000000000004,Omnivore,Forest,Sedentary,Lower_risk
Rhynchortyx cinctus,Rhynchortyx cinctus,GALLIFORMES,Odontophoridae,NT,1,1,1,0,15.5,9.9,7.9,11.1,31.6,110.2,39.6,69.7,36.2,45.6,0.83,16.03,Terrestrial,0,1,1450,1,2,L,0,1450,0.768720841,1.627269895,11.70129003,4.305994007,179089.72,150,7.35000000000004,Omnivore,Forest,Sedentary,Higher_risk
Dactylortyx thoracicus,Dactylortyx thoracicus,GALLIFORMES,Odontophoridae,LC,0,0,0,0,16,9.1,6.6,7.9,31.9,125.6,38.1,89.6,29.9,42.6,13.32,26.3,Terrestrial,0,1,2000,3,3,L,1000,3000,0.66322377,1.461944351,13.68013286,3.386528969,492692.14,201.8,5,Omnivore,Forest,Sedentary,Lower_risk
