Species1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Habitat.Density,Primary.Lifestyle,Min.Latitude,Max.Latitude,RLM,LAT,MinAltitude,Elevational.Range,MaxAltitude,HB,DB,Flightlessness,Order,Habitat,Foraging,MatingSystem,NestPlacement,Territoriality,IslandDwelling,LogNightLights,LogHumanPopulationDensity,Family,IUCN_status,Range_size,Body_mass,Clutch_size,Diet,Migration,IslandEndemic,Adult.survival,Age.at.first.breeding,Maximum.longevity,GenLength,extinction_risk
Charadrius falklandicus,20.1,12.5,3.4,3.6,28.4,126,65.5,59.8,52.3,50.4,3,Terrestrial,-55.98,-31.53,L,2,0,1200,1200,3,1,No,Charadriiformes,Coastal,GroundForaging,NonCooperative,ExposedGround,weak,No,0.962996287401759,3.08648663682246,Charadriidae,LC,802047.01,65,4,Invertebrate,Migratory,No,0.757234032,1.163387153,15.63685091,4.093386729,Lower_risk
Charadrius forbesi,18.7,11.3,3.4,4.1,29.5,124.2,61.5,61.5,50,65.8,3,Terrestrial,-13.3,12.46,F,1,0,1550,1550,6,1,No,Charadriiformes,Rocky,GroundForaging,NonCooperative,ExposedGround,weak,No,1.02873734472208,3.44680789291421,Charadriidae,LC,6268147.12,31.2,3,Invertebrate,Sedentary,No,0.707694784,1.036750218,11.568685,3.265415595,Lower_risk
Charadrius hiaticula,16.1,8.3,3.3,3.7,25.3,126,69.1,56.3,53.5,60.2,3,Terrestrial,47.85,83.63,C,5,0,1200,1200,4,1,No,Charadriiformes,Coastal,GroundForaging,NonCooperative,ExposedGround,weak,No,1.07187337372826,2.43361335540045,Charadriidae,LC,4520829.19,64,4,Invertebrate,PartiallyMigratory,No,0.739315078,1.115926658,20.75,3.91495782,Lower_risk
Charadrius javanicus,16.5,10.4,3,3.4,25,98.8,49.6,49.2,50.2,38.2,3,Terrestrial,-10.32,-4.26,I,1,0,500,500,2,1,No,Charadriiformes,Coastal,GroundForaging,NonCooperative,ExposedGround,weak,No,1.55520973649523,6.56610968358693,Charadriidae,LC,109967.51,42.3,3.07377049180327,Invertebrate,Sedentary,No,0.836666108,1.193936522,14.06061224,5.059792373,Lower_risk
Charadrius leschenaultii,26.5,16.4,4.2,5.4,36.5,136.4,72,63.5,53.1,49.8,3,Terrestrial,31.8,54.71,EZ,2,0,3000,3000,5,1,No,Charadriiformes,Plains,GroundForaging,NonCooperative,ExposedGround,weak,No,0.840896415253715,2.61006979274201,Charadriidae,LC,5473335.58,74.8,4,Invertebrate,Migratory,No,0.764343778,2,21.6,5.798295074,Lower_risk
Charadrius marginatus,18.7,10.8,3,3.5,25.7,109,53.5,56.2,48.8,49.6,3,Terrestrial,-34.84,17.79,FM,2,0,1500,1500,3,1,No,Charadriiformes,Coastal,GroundForaging,NonCooperative,ExposedGround,weak,No,1.02643332724794,4.04655389838575,Charadriidae,LC,4442943.8,48.3,4,Invertebrate,Sedentary,No,0.885,1.185638873,15,6.023920444,Lower_risk
Charadrius melodus,15,7.9,3.7,4,22.1,115.4,62.8,52.5,54.5,49.6,3,Terrestrial,35.32,53.42,N,3,0,500,500,2,1,No,Charadriiformes,Wetland,GroundForaging,NonCooperative,ExposedGround,weak,No,1.59363892392225,4.42124734782716,Charadriidae,NT,501145.23,54.4,4,Invertebrate,Migratory,No,0.712170538,1.039556072,17.33333333,3.460657405,Lower_risk
Charadrius modestus,20.8,15.7,4,4.3,34.1,141.4,75.5,66,53.4,64.2,3,Terrestrial,-55.98,-43.53,L,3,0,2000,2000,5,2,No,Charadriiformes,Coastal,GroundForaging,NonCooperative,ExposedGround,weak,No,0.692519423793493,1.02961941718116,Charadriidae,LC,256974.73,78,3,Invertebrate,Migratory,No,0.797435796,1.303024541,17.4497704,4.869360387,Lower_risk
Charadrius mongolus,18,11.4,4,4.2,29.8,128.8,75.8,53.8,58.5,52.8,3,Terrestrial,-8.34,66.41,EZ,2,0,5500,5500,4,1,No,Charadriiformes,Plains,GroundForaging,NonCooperative,ExposedGround,weak,No,0.757928931136556,2.72785282839839,Charadriidae,EN,4714238.7,64,3,Invertebrate,Migratory,No,0.77281662,1.205629006,15.77793391,4.344071116,Higher_risk
Charadrius montanus,23.4,17,4,4.1,39.4,145.6,79.2,67,54.1,62.8,3,Terrestrial,26.48,49.48,N,3,0,3250,3250,1,1,No,Charadriiformes,Grassland,GroundForaging,NonCooperative,ExposedGround,weak,No,1.09922909230035,2.19722457733622,Charadriidae,NT,759250.62,95.7,4,Invertebrate,Migratory,No,0.756,1.145033018,15.05175422,4.01403855,Lower_risk
Charadrius obscurus,31,18.9,4.8,6.1,37.2,168.8,88.8,80,52.6,64.8,3,Terrestrial,-47.14,-46.37,AZ,3,0,300,300,5,2,No,Charadriiformes,Grassland,GroundForaging,NonCooperative,ExposedGround,weak,No,1.47473940650311,4.52828914165213,Charadriidae,CR,311.44,146,3,Invertebrate,PartiallyMigratory,Yes,0.912,1.364424769,18.35996348,7.491967102,Higher_risk
Charadrius pallidus,15.3,10,3.1,3.4,26.8,90.4,44,45.8,49,36.2,3,Terrestrial,-34.84,-1.37,F,2,0,1200,1200,1,1,No,Charadriiformes,Coastal,GroundForaging,NonCooperative,ExposedGround,weak,No,1.06778997237244,3.67882911826043,Charadriidae,LC,480800.22,34.8,2,Invertebrate,PartiallyMigratory,No,0.780772589,1.111499568,13.45122896,4.130318915,Lower_risk
Charadrius pecuarius,18.4,10.4,3.2,3.3,29.9,102.2,54.2,49.2,52.4,45,3,Terrestrial,-34.84,31.6,FM,2,0,2730,2730,2,1,No,Charadriiformes,Wetland,GroundForaging,NonCooperative,ExposedGround,weak,No,1.01227223442904,3.68386691229039,Charadriidae,LC,16351827.57,34,3,Invertebrate,Sedentary,No,0.77966308,1.106419372,12.41584684,4.007323517,Lower_risk
Charadrius placidus,22.5,12.8,3.3,4,30,137.8,71.8,67,51.7,69,3,Terrestrial,26.6,51.93,IP,2,0,1570,1570,3,1,No,Charadriiformes,Riparian,GroundForaging,NonCooperative,ExposedGround,weak,No,1.48781529838817,5.31320597904179,Charadriidae,LC,2370427.23,62.7,4,Invertebrate,Migratory,No,0.720210375,1.069081762,14.50936156,3.533256316,Lower_risk
Charadrius ruficapillus,15.7,8.8,2.6,3,24.9,99.2,51.5,46.2,52.7,38.6,3,Terrestrial,-43.64,-8.33,A,2,0,500,500,3,1,No,Charadriiformes,Coastal,GroundForaging,NonCooperative,ExposedGround,weak,No,0.795270728767051,1.7227665977411,Charadriidae,LC,4811331.66,37.4,2,Invertebrate,PartiallyMigratory,No,0.799190626,1.171895538,21,4.960398006,Lower_risk
Charadrius sanctaehelenae,23.2,13.8,3.7,3.8,38.4,111.4,44.2,66,40.1,51,3,Terrestrial,-16,-15.91,F,1,0,680,680,1,1,No,Charadriiformes,Grassland,GroundForaging,NonCooperative,ExposedGround,weak,Yes,1.12115142108355,0,Charadriidae,VU,43.62,48.7,2,Invertebrate,Sedentary,Yes,0.779765151,1.180204693,13.6021534,4.277025154,Higher_risk
Charadrius semipalmatus,14.5,8.5,3.2,3.7,22.9,118.4,65,51,56,51.8,3,Terrestrial,43.39,73.56,LN,5,0,500,500,3,1,No,Charadriiformes,Wetland,GroundForaging,NonCooperative,ExposedGround,weak,No,0.651355562432631,0.336472236621213,Charadriidae,LC,4938225.48,46.7,5,Invertebrate,Migratory,No,0.722079763,1.048809538,15.35201586,3.532632541,Lower_risk
Charadrius thoracicus,19.6,11.6,3.4,3.5,30.6,104.2,51,53.2,49,45.5,3,Terrestrial,-25.61,-15.62,M,1,0,0,0,3,1,No,Charadriiformes,Coastal,GroundForaging,NonCooperative,ExposedGround,weak,No,0.733836821584642,3.1904763503465,Charadriidae,VU,14469.49,11.5,2,Invertebrate,Sedentary,Yes,0.723546319,0.893690109,10.74670753,3.188782219,Higher_risk
Charadrius tricollaris,16.5,10,2.6,3.2,23.7,109,51.5,57.8,47.1,60.8,3,Terrestrial,-34.84,24.28,FM,2,0,2800,2800,4,1,No,Charadriiformes,Wetland,GroundForaging,NonCooperative,ExposedGround,weak,No,0.974003746425297,3.51452606696916,Charadriidae,LC,9221083.48,31.2,2,Invertebrate,Sedentary,No,0.775528165,1.087846843,12.62786097,4.047350818,Lower_risk
Charadrius veredus,23.9,16.1,3.7,4.3,44,158.6,92.5,64.5,58.9,57.2,3,Terrestrial,42.33,51.84,E,2,0,500,500,4,2,No,Charadriiformes,Wetland,GroundForaging,NonCooperative,ExposedGround,weak,No,0.651355562432631,1.30833281965018,Charadriidae,LC,1531695.94,95,3.07377049180327,Invertebrate,Migratory,No,0.766592395,1.244635195,16.8832881,4.341569508,Lower_risk
Charadrius vociferus,21.5,13.1,3.5,4.2,34.4,158.8,83.5,75.2,52.6,85.8,3,Terrestrial,-18.69,68.94,LN,2,0,2438,2438,7,2,No,Charadriiformes,Plains,GroundForaging,NonCooperative,ExposedGround,weak,No,1.32797560551948,3.28091121578765,Charadriidae,NT,14759088.1,96.4,5,Invertebrate,Migratory,No,0.743700386,1.163706591,15.95356484,3.924036198,Lower_risk
Charadrius wilsonia,22.9,14.1,4.6,5.8,28,117.4,62.5,54.2,53.5,45.2,3,Terrestrial,-14.87,38.41,LN,2,0,0,0,1,1,No,Charadriiformes,Coastal,GroundForaging,NonCooperative,ExposedGround,weak,No,1.52227659945599,4.67842064772768,Charadriidae,LC,867940.44,55.1,4,Invertebrate,PartiallyMigratory,No,0.748683614,1.126130918,13.4690715,3.796131561,Lower_risk
Charitospiza eucosma,11.2,6.6,4.2,4.8,15.9,57,12.3,45.5,20.2,45.1,3,Terrestrial,-27.23,-3.86,L,1,200,1000,1200,2,2,No,Passeriformes,Shrub,GroundForaging,NonCooperative,ExposedElevated,weak,No,1.49534878122122,4.26969744969996,Thraupidae,NT,2869464.19,10.5,3,Seed,PartiallyMigratory,No,0.577221284,0.864748454,7.028310585,2.07734219,Lower_risk
Charmosyna josefinae,21.4,16.4,8.9,12.8,15.4,131,64.2,66.8,48.8,240,1,Insessorial,-6.66,-0.34,A,1,760,1010,1770,2,1,No,Psittaciformes,Forest,ArborealGleaning,NonCooperative,Cavity,none,No,0.588566191276542,2.28238238567653,Psittacidae,LC,159632.98,74,3.46744186046512,Nectar,Sedentary,No,0.713225059,2,12.01321683,4.213171397,Lower_risk
Charmosyna margarethae,16.4,11.8,7.5,9.6,11.8,91.4,42,44.7,48.5,86.8,1,Insessorial,-10.91,-4.46,A,1,100,600,700,2,3,No,Psittaciformes,Forest,ArborealGleaning,NonCooperative,Cavity,none,No,0.575901449065324,2.50143595173921,Psittacidae,LC,27078,49.4,3.46744186046512,Nectar,Sedentary,Yes,0.684619546,1.333032022,11.25181378,3.330778888,Lower_risk
Charmosyna meeki,14.2,11.1,6.1,7.9,11,76.5,34.8,41.7,45.5,69.7,1,Insessorial,-9.83,-5.59,A,1,300,1200,1500,2,2,No,Psittaciformes,Forest,ArborealGleaning,NonCooperative,Cavity,none,No,0.547722557505166,1.52605630349505,Psittacidae,LC,6507.88,23.8,3.46744186046512,Herbivore,Sedentary,Yes,0.641651662,1.158031045,9.779595458,2.828893256,Lower_risk
Charmosyna multistriata,19.7,15.1,7.5,11.4,12.1,95.5,49.6,45.9,52,74,1,Insessorial,-7.68,-4.01,A,1,80,1720,1800,1,1,No,Psittaciformes,Forest,ArborealGleaning,NonCooperative,Cavity,none,No,0.67694724277124,1.7404661748405,Psittacidae,LC,82448.18,37,3.46744186046512,Herbivore,Sedentary,No,0.696275616,1.131527722,9.687357023,3.1488165869999998,Lower_risk
Charmosyna palmarum,14.6,11.1,6.6,8.6,12.1,90.8,43.2,47.5,47.6,77,1,Insessorial,-17.83,-9.83,O,1,0,1800,1800,1,2,No,Psittaciformes,Forest,ArborealGleaning,NonCooperative,Cavity,none,Yes,0.845069726622771,2.71469474382088,Psittacidae,VU,11109.69,37,2,Nectar,Sedentary,Yes,0.657452718,1.260708378,10.85204493,3.069800568,Higher_risk
Charmosyna papou,14.9,11.1,5.9,7.8,10.8,79,36.1,42.9,45.8,80.2,1,Insessorial,-1.56,-0.53,A,1,900,600,1500,1,3,No,Psittaciformes,Forest,ArborealGleaning,NonCooperative,Cavity,none,No,0.668740304976422,2.76631910922619,Psittacidae,LC,9550.65,82.9,2,Herbivore,Sedentary,No,0.764663473,2,11.56246108,4.64266889,Lower_risk
Charmosyna placentis,15.4,11.9,6.9,9.8,11.1,88.4,41.2,47.2,46.5,68.8,1,Insessorial,-10.73,2.65,AW,1,0,800,800,4,2,No,Psittaciformes,Forest,ArborealGleaning,NonCooperative,Cavity,none,No,0.632455532033676,2.33214389523559,Psittacidae,LC,821124.43,33.6,2,Herbivore,Sedentary,No,0.716506767,1.184278809,9.86333962,3.341894183,Lower_risk
Charmosyna pulchella,20.5,16.6,9.5,12.5,14.8,114.4,57.8,62.5,48,117,1,Insessorial,-10.66,-0.77,A,1,500,1300,1800,1,1,No,Psittaciformes,Forest,ArborealGleaning,NonCooperative,Cavity,none,No,0.632455532033676,2.28238238567653,Psittacidae,LC,381133.7,34.1,2,Nectar,Sedentary,No,0.686889219,1.268784334,10.73302894,3.282995241,Lower_risk
Charmosyna rubrigularis,15.6,12,6.3,9.2,10.8,89.1,43.9,45.2,49.3,87.2,1,Insessorial,-6.14,-2.51,A,1,1000,500,1500,1,2,No,Psittaciformes,Forest,ArborealGleaning,NonCooperative,Cavity,none,No,0.562341325190349,0.832909122935104,Psittacidae,LC,14811.55,37,3.46744186046512,Herbivore,Sedentary,Yes,0.69718142,1.131645666,9.671728817,3.155081871,Lower_risk
Charmosyna rubronotata,15.8,11.9,7.3,10.7,11.1,84.2,38.6,45.9,45.6,65.4,1,Insessorial,-5.5,-0.34,A,1,0,900,900,3,1,No,Psittaciformes,Forest,ArborealGleaning,NonCooperative,Cavity,none,No,0.632455532033676,2.39789527279837,Psittacidae,LC,241413.47,32.5,3.46744186046512,Nectar,Sedentary,No,0.666740963,1.229711845,10.25957044,3.053704756,Lower_risk
Charmosyna toxopei,15.9,12,6.7,9.5,10.7,86.9,40.5,46.4,46.6,77.2,1,Insessorial,-3.84,-3.05,W,1,850,150,1000,1,1,No,Psittaciformes,Forest,ArborealGleaning,NonCooperative,Cavity,none,No,0.622332977288478,3.44998754583159,Psittacidae,DD,8554.36,37,3.46744186046512,Nectar,Sedentary,Yes,0.67391366,1.260708378,10.52421861,3.182259376,Lower_risk
Charmosyna wilhelminae,12.6,9.8,5.1,6.9,9.8,67.2,32.7,34.5,48.6,45.8,1,Insessorial,-10.7,-0.81,A,1,1000,1200,2200,2,1,No,Psittaciformes,Forest,ArborealGleaning,NonCooperative,Cavity,none,No,0.668740304976422,2.31253542384721,Psittacidae,LC,289944.54,18,3.46744186046512,Nectar,Sedentary,No,0.670542737,1.260708378,10.59119365,3.158767281,Lower_risk
Chasiempis sandwichensis,15.8,8,4.2,3.8,23.3,73.7,12.9,60.7,17.5,61.5,1,Insessorial,19.02,20.15,O,1,600,2700,3300,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.15506121327514,3.15700042115011,Monarchidae,NT,5857.42,13.7,3,Invertebrate,Sedentary,Yes,0.83,1.004975099,17.8,5.23550929,Lower_risk
Chauna chavaria,47.4,21.4,13.3,15.9,127.4,492.8,171.8,321,34.8,195.5,3,Terrestrial,3.85,11.11,L,1,0,1200,1200,2,1,No,Anseriformes,Wetland,GroundForaging,NonCooperative,ExposedGround,strong,No,1.25617410568995,4.4200447018614,Anhimidae,LC,91345.79,2557.6,7,Herbivore,Sedentary,No,0.827261144,2.34761098,22.65051982,6.7921004,Lower_risk
Chauna torquata,47.3,21.9,13.6,15.3,123.5,517,184,337.8,35.3,204.4,3,Terrestrial,-39.01,-10.43,L,2,0,1150,1150,2,2,No,Anseriformes,Wetland,GroundForaging,NonCooperative,ExposedGround,strong,No,1.09734199677185,2.98061863574394,Anhimidae,LC,3828524.39,4400,7,Herbivore,Sedentary,No,0.847777316,2.612380378,26.70624419,8.297933192,Lower_risk
Chelictinia riocourii,17.7,11.6,8.6,9.1,28.2,240.2,136.2,108.5,55.7,192,2,Aerial,-0.08,19.65,F,1,0,500,500,2,2,No,Accipitriformes,Shrub,AerialScreaning,NonCooperative,ExposedElevated,none,No,0.805030477585033,3.22286784613774,Accipitridae,VU,5425285.72,110,4,Invertebrate,Sedentary,No,0.675179059,1.509100223,10.73770735,3.38689109,Higher_risk
Chelidoptera tenebrosa,22.1,15.2,5.2,7.3,13.4,107.2,24.1,82.3,22.4,53.6,3,Insessorial,-22.01,12.03,L,1,0,1000,1000,4,1,No,Piciformes,Shrub,AerialSallying,Cooperative,Cavity,none,No,0.939774487115278,2.35137525716348,Bucconidae,LC,8690116.86,35.9,2,Invertebrate,Sedentary,No,0.730993114,1.468951507,9.518056913,3.730840218,Lower_risk
Chenonetta jubata,36.5,15.3,13.6,9.7,47.8,258.8,121.2,136.5,47,93.7,3,Terrestrial,-43.64,-12.84,A,2,0,1800,1800,4,2,No,Anseriformes,Wetland,GroundForaging,NonCooperative,Cavity,none,No,0.757928931136556,1.48160454092422,Anatidae,LC,5996685.1,807.5,11,Herbivore,Sedentary,No,0.560778887,1.35590603,14.7973713,3.266520865,Lower_risk
Cheramoeca leucosterna,9,4.3,3.5,2.3,14.1,101.6,55.5,46,54.7,72.9,3,Aerial,-37.68,-18.95,A,2,0,1000,1000,4,1,No,Passeriformes,Savanna,AerialScreaning,NonCooperative,Cavity,none,No,0.714074191775111,1.28093384546206,Hirundinidae,LC,5215727.85,14.1,6,Invertebrate,Sedentary,No,0.525602746,0.931857167,7.193970312,1.961354558,Lower_risk
Chersomanes albofasciata,20,12,3.6,4.1,26.6,82.2,12.8,68.2,15.7,44.4,3,Terrestrial,-33.79,-2.56,F,2,0,1000,1000,4,2,No,Passeriformes,Grassland,GroundForaging,Cooperative,ExposedGround,weak,No,0.91140681711945,2.60268968544438,Alaudidae,LC,2153588.68,24.6,5,Invertebrate,Sedentary,No,0.670969478,1.262046061,9.037330206,3.046180477,Lower_risk
Chersophilus duponti,22.5,14.4,4.1,4.7,22.3,95.7,24.8,70.9,25.9,64.5,2,Terrestrial,30.35,42.22,P,3,600,800,1400,3,2,No,Passeriformes,Grassland,GroundForaging,NonCooperative,ExposedGround,weak,No,1.23681278052818,3.14415227867226,Alaudidae,VU,288089.02,39.4,5,Omnivore,PartiallyMigratory,No,0.667840005,1.070328136,7.114476213,2.640033703,Higher_risk
Chionis albus,32.7,21.9,10,17.2,46.5,246.2,98.4,146.6,40.1,103,3,Terrestrial,-66.21,-53.97,LS,4,0,0,0,2,5,No,Charadriiformes,Coastal,GroundForaging,NonCooperative,Cavity,none,No,0.588566191276542,0,Chionidae,LC,30472.35,675.7,4,Carnivore,Migratory,No,0.799587547,3.756526202,24.9008767,8.746067208,Lower_risk
Chionis minor,33.5,22.6,8.7,14.6,45.4,227,81.1,145.2,35.9,105.8,3,Terrestrial,-53.19,-45.97,S,3,0,0,0,4,6,No,Charadriiformes,Coastal,GroundForaging,NonCooperative,Cavity,none,No,0.575901449065324,0,Chionidae,LC,8219.09,494,3,Carnivore,PartiallyMigratory,Yes,0.805484398,4,24,8.71950274,Lower_risk
Chiroxiphia boliviana,11.9,6,3.7,4,18.3,68,11.4,56.4,16.8,45.6,1,Insessorial,-20.56,-12.77,L,1,400,2200,2600,2,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,none,No,0.746174534732325,1.58923520511658,Pipridae,LC,78997.54,17.1,2,Fruit,Sedentary,No,0.636167488,1.04235661,8.494924106,2.570342001,Lower_risk
Chiroxiphia caudata,13.8,7.3,4,4.6,19.8,75.9,13.4,63,17.6,57.8,1,Insessorial,-32.25,-14.75,L,2,0,1500,1500,2,2,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,none,No,1.39435368881872,4.24849524204936,Pipridae,LC,1459549.86,25.6,2,Omnivore,Sedentary,No,0.700891123,1.297041085,10.19680695,3.345787444,Lower_risk
Chiroxiphia lanceolata,12.2,6.6,4.1,4.2,18.1,70.2,7.8,62.4,11.1,48.7,1,Insessorial,4.24,12.49,L,1,0,1500,1500,4,2,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,none,No,1.33748060995284,4.25134831103177,Pipridae,LC,420162.32,18.5,2,Fruit,Sedentary,No,0.628190139,1.250319731,9.5959867,2.843241951,Lower_risk
Chiroxiphia linearis,11.7,6.4,4.2,4.5,17.5,68.9,6.8,63.1,9.6,118.2,1,Insessorial,9.55,17.24,L,1,0,1500,1500,4,2,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,none,No,1.39802790693505,5.04084113615332,Pipridae,LC,101728.76,17.4,2,Fruit,Sedentary,No,0.624348004,1.235872056,9.628719994,2.807087771,Lower_risk
Chiroxiphia pareola,11.4,6.5,4.4,4.9,17.8,69.4,8.2,59.1,12.2,34.4,1,Insessorial,-23.37,11.35,L,1,0,500,500,2,2,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,none,No,0.890912674351071,2.31253542384721,Pipridae,LC,5040298.89,16.8,2,Fruit,Sedentary,No,0.675906122,1.194329395,8.761986841,3.006832435,Lower_risk
Chlamydera cerviniventris,29.8,15.2,7.5,10.1,39.8,143.7,25.5,117.8,17.8,112.9,2,Insessorial,-14.03,-0.71,A,1,0,500,500,5,2,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,ExposedElevated,none,No,0.668740304976422,2.42480272571829,Ptilonorhynchidae,LC,152782.31,156.4,1,Omnivore,Sedentary,No,0.863677522,1.925716668,9.804282967,4.976219281,Lower_risk
Chlamydera guttata,27.1,16,6.9,8.9,39.3,141.6,25.4,112.6,18.4,92.6,2,Insessorial,-30.32,-19.87,A,2,0,500,500,2,5,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,ExposedElevated,none,No,0.575901449065324,0.0953101798043249,Ptilonorhynchidae,LC,1491137.42,136,2,Fruit,Sedentary,No,0.814498987,1.852091757,10.49614828,4.557024485,Lower_risk
Chlamydera lauterbachi,27.6,14.6,6.5,8.9,37.3,127.2,17.1,110.1,13.4,105,2,Insessorial,-6.88,-3.23,A,1,0,1800,1800,4,2,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,ExposedElevated,none,No,0.651355562432631,2.07944154167984,Ptilonorhynchidae,LC,124403.09,123.2,1,Omnivore,Sedentary,No,0.866552722,1.9098367,9.50703158,4.980710161,Lower_risk
Chlamydera maculata,30.5,15.6,8,9.8,39.8,145.5,26.4,121.9,17.8,109.5,2,Insessorial,-35.16,-17.83,A,2,0,500,500,2,4,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,ExposedElevated,none,No,0.642114135151817,0.53062825106217,Ptilonorhynchidae,LC,1784471.92,140,3,Fruit,Sedentary,No,0.848683759,1.812567753,13,5.473902127,Lower_risk
Chlamydera nuchalis,36.5,19.2,8.8,11.4,47.5,172.8,24.1,146.4,14.1,142.5,2,Insessorial,-23.6,-10.69,A,1,0,600,600,2,6,No,Passeriformes,Shrub,ArborealGleaning,NonCooperative,ExposedElevated,none,No,0.774596669241483,0.470003629245736,Ptilonorhynchidae,LC,1285385.85,200.4,2,Herbivore,Sedentary,No,0.89,1.999174107,10.95930976,5.559060351,Lower_risk
Chlamydochaera jefferyi,19.4,11.1,4.7,5.2,25.8,110.8,29.1,81.6,26.3,98.8,1,Insessorial,-0.88,6.44,I,1,700,2500,3200,1,2,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.494923200383977,1.28093384546206,Turdidae,LC,63345.31,65.1,2.93396226415095,Fruit,Sedentary,No,0.702917885,1.476941116,11.35671451,3.61051164,Lower_risk
Chlamydotis undulata,49.6,24.3,11.2,9.2,92.1,364.3,149.3,213.3,41.1,222,3,Terrestrial,20.35,34.64,F,1,0,1850,1850,4,5,No,Otidiformes,Plains,GroundForaging,NonCooperative,ExposedGround,none,No,0.868897832617319,1.82454929205105,Otididae,VU,3413138.33,1501.3,3,Omnivore,Sedentary,No,0.869126263,2.206068871,17.51851345,7.121839403,Higher_risk
Chlidonias albostriatus,29.9,17.8,3.6,6.5,17.1,239.6,154.8,85,64.5,108.2,3,Aerial,-46.68,-40.5,Z,3,0,1860,1860,3,3,No,Charadriiformes,Riparian,ForagingGeneralist,NonCooperative,ExposedGround,none,No,0.933691484757216,2.32238772029023,Laridae,EN,93279.7,94.7,2,Fish,PartiallyMigratory,Yes,0.629511406,2.155535373,18.29194482,5.282619277,Higher_risk
Chlidonias hybrida,35,20.1,4.3,7.5,23,231.8,144.5,82.8,63.6,85.8,3,Aerial,-38.03,55.74,E,2,0,2000,2000,4,3,No,Charadriiformes,Wetland,AerialScreaning,NonCooperative,ExposedGround,none,No,1.23813204936937,4.83628190695148,Laridae,LC,10089513.85,83.7,3,Invertebrate,Migratory,No,0.599810564,2.023741356,16,4.732208415,Lower_risk
Chlidonias leucopterus,30,16.7,3.8,5.7,18.7,208.2,126.9,79.9,61.4,75.4,3,Aerial,29.41,70,EZ,5,0,2000,2000,6,2,No,Charadriiformes,Wetland,AerialScreaning,NonCooperative,ExposedGround,none,No,1.12292119994764,3.59731226058845,Laridae,LC,10229425.04,54.2,3,Invertebrate,Migratory,No,0.616749592,1.764889285,15.26626824,4.381329141,Lower_risk
Chlidonias niger,31.1,18.4,3.5,5.4,15.8,201.7,123.7,75,62.1,77.8,3,Aerial,35.73,63.05,C,2,0,1540,1540,3,2,No,Charadriiformes,Wetland,AerialScreaning,NonCooperative,ExposedGround,none,No,1.23813204936937,3.38099467434464,Laridae,LC,12943719.56,65.3,3,Fish,Migratory,No,0.583148286,2,21,5.682020735,Lower_risk
Chloephaga melanoptera,40.7,19.7,17.6,14.5,74.4,431.7,152.8,279,35.5,137.3,3,Terrestrial,-38.52,-7.52,L,2,3000,2400,5400,2,1,No,Anseriformes,Wetland,GroundForaging,NonCooperative,ExposedGround,weak,No,0.984650177211819,3.08190996979504,Anatidae,LC,1159462.3,2037,10,Herbivore,PartiallyMigratory,No,0.677320375,1.899553456,18.9085041,5.195727611,Lower_risk
Chloephaga picta,40.1,21,18,14.7,72.5,412.2,178.2,226.2,44.1,138.2,3,Terrestrial,-55.98,-35.23,L,3,0,1500,1500,2,2,No,Anseriformes,Grassland,GroundForaging,NonCooperative,ExposedGround,weak,No,0.800195241015144,1.98787434815435,Anatidae,LC,749760.19,2880.4,8,Herbivore,PartiallyMigratory,No,0.734955819,2.197452776,23.40872519,6.307997241,Lower_risk
Chloephaga poliocephala,30.9,16.2,14.1,12,55.2,345.4,147,191.2,43.5,119,3,Terrestrial,-55.98,-38.4,L,3,0,1500,1500,5,2,No,Anseriformes,Forest,GroundForaging,NonCooperative,Cavity,weak,No,0.699927102316117,1.38629436111989,Anatidae,LC,389825.64,2007.1,6,Herbivore,PartiallyMigratory,No,0.809938831,2.520581407,26.16272257,8.099538907,Lower_risk
Chloris ambigua,14.6,9.7,5.7,6.9,14.4,78.1,27.4,50.4,35.3,45.9,2,Insessorial,17.71,31.9,I,2,1200,1900,3100,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.11937322132261,4.30135873160643,Fringillidae,LC,858336.72,15.5,4,Seed,Sedentary,No,0.516559087,1.005681541,10.075447,2.294888342,Lower_risk
