original_name,standardized_name,Agriculture,Energy,Transportation,Biological_use_hunting,Invasive_species,Climate_change,Number_of_threats,Primary_lifestyle,Beak_length_culmen,Beak_depth,Tarsus_length,Wing_length,Hand_wing_index,Tail_length,Minimum_latitude,Maximum_latitude,Island_restricted_breeding,Realm,Latitudinal_range,Minimum_elevation,Elevational_range,Maximum_elevation,Habitat_breadth,Diet_breadth,Adult_survival_annual,Generation_length,Foraging_strategy,Nest_placement,Territoriality,Night_lights,Human_population_density,Order,Family,Range_size,Body_mass,IUCN_status,Clutch_size,Diet,Habitat,Migration,Extinction_risk
Anas sibilatrix,Mareca sibilatrix,0,0,0,0,0,0,0,Terrestrial,37.6,12.2,36.3,245,49.5,83.8,-55.98,-30.33,0,L,3,0,1200,1200,3,2,0.690627148,3.75139633,GroundForaging,ExposedGround,none,2.758463567,18.6,ANSERIFORMES,Anatidae,2186262.24,923.2,LC,13,Omnivore,Wetland,PartiallyMigratory,Lower_risk
Anas smithii,Spatula smithii,0,0,0,0,1,0,2,Aquatic,63.6,16.5,34.6,229.2,50.5,72.5,-34.84,-13.74,0,F,3,0,1000,1000,3,4,0.675512046,3.463784184,AquaticSurface,ExposedGround,none,2.690821133,22.5,ANSERIFORMES,Anatidae,2430691.95,591.5,LC,12,AquaticAnimals,Wetland,PartiallyMigratory,Lower_risk
Anas strepera,Mareca strepera,0,0,0,0,0,0,0,Aquatic,48.7,13.7,36.5,251.3,54.8,83,27.64,67.99,0,C,2,0,2730,2730,5,2,0.642675,3.673352314,AquaticSurface,ExposedGround,none,3.426341358,31.3,ANSERIFORMES,Anatidae,18552362.65,915.6,LC,15,Herbivore aquatic,Wetland,PartiallyMigratory,Lower_risk
Anas versicolor,Spatula versicolor,0,0,0,0,0,0,0,Aquatic,41.2,14.3,28.3,185,49.9,68.6,-55.98,-20.73,0,L,2,0,4600,4600,1,3,0.569406788,3.698931353,AquaticSurface,ExposedGround,none,2.745198557,15,ANSERIFORMES,Anatidae,3071768.07,595.2,LC,10,Herbivore aquatic,Wetland,PartiallyMigratory,Lower_risk
Anser cygnoides,Anser cygnoides,1,1,0,1,1,1,9,Terrestrial,92.7,19.9,76.1,422.2,46.1,122.8,44.39,54.42,0,IP,3,0,450,450,4,3,0.777758755,9.428410925,GroundForaging,ExposedGround,none,2.298733433,9.3,ANSERIFORMES,Anatidae,2166055.01,3511.9,EN,8,Herbivore,Wetland,Migratory,Higher_risk
Anthus chloris,Anthus chloris,1,1,0,0,1,1,5,Terrestrial,15.2,3.6,24.3,84.5,20.4,72.2,-32.39,-24.75,0,F,3,1400,1000,2400,2,1,0.651816817,2.895592327,GroundForaging,ExposedGround,weak,2.878793444,38.3,PASSERIFORMES,Motacillidae,82125.98,25.1,VU,3,Invertebrate,Grassland,Sedentary,Higher_risk
Anurolimnas viridis,Anurolimnas viridis,0,0,0,0,0,0,0,Terrestrial,21.1,6,34.7,88.1,14.1,30.2,-24.31,8.01,0,L,1,0,1200,1200,3,2,0.744780114,3.820726333,GroundForaging,Cavity,weak,2.574722108,11.9,GRUIFORMES,Rallidae,6139478.63,64.3,LC,3,Invertebrate,Shrub,Sedentary,Lower_risk
Aphriza virgata,Calidris virgata,0,0,0,0,0,1,3,Terrestrial,29,5.6,30.9,173,54.5,63,56.76,68.34,0,LN,2,0,1800,1800,3,1,0.770893388,5.17868575,GroundForaging,ExposedGround,weak,1.935217224,1.5,CHARADRIIFORMES,Scolopacidae,662683.31,201,LC,4,AquaticAnimals,Rocky,Migratory,Lower_risk
Columba larvata,Columba larvata,0,0,0,0,0,0,0,Terrestrial,21.7,3.7,26,143.1,29.3,92.9,-34.84,16.48,0,F,2,0,3030,3030,4,3,0.794546792,5.028080064,GroundForaging,ExposedElevated,none,2.810323173,66.1,COLUMBIFORMES,Columbidae,2621498.99,155,LC,3,Granivore,Forest,Sedentary,Lower_risk
Aquila clanga,Aquila clanga,1,1,1,1,1,0,8,Generalist,50.2,23.2,96.8,510.6,37.9,261.4,38.72,65.94,0,FP,3,0,1000,1000,4,1,0.849604079,9.625195889,ForagingGeneralist,ExposedElevated,weak,3.100759131,27.1,ACCIPITRIFORMES,Accipitridae,8980278.98,2154.3,VU,3,Vertebrates,Forest,Migratory,Higher_risk
Aquila pomarina,Aquila pomarina,0,0,0,1,0,0,2,Generalist,47.3,19.5,91.6,459.3,40.6,213,35.81,60.04,0,FP,2,0,2200,2200,6,2,0.832494251,8.820355953,ForagingGeneralist,ExposedElevated,weak,4.206599939,80.3,ACCIPITRIFORMES,Accipitridae,2013351.79,1359.4,LC,3,Vertebrates,Forest,Migratory,Lower_risk
Aramides cajanea,Aramides cajanea,1,0,0,0,0,0,1,Terrestrial,51.3,11.1,63,178.7,11.6,62.8,-35.25,12.46,0,L,2,0,2000,2000,6,4,0.744230376,4.388579239,GroundForaging,ExposedElevated,strong,2.890922357,21.7,GRUIFORMES,Rallidae,13038120.14,397,LC,7,AquaticAnimals,Forest,Sedentary,Lower_risk
Aratinga acuticaudata,Aratinga acuticaudata,0,0,0,0,0,0,0,Insessorial,31.9,33.6,15.5,187,45.4,176.4,-39.19,12.46,0,L,2,0,2650,2650,3,2,0.798972438,6.074132947,ArborealGleaning,Cavity,none,2.932662264,16.4,PSITTACIFORMES,Psittacidae,3345328.67,171,LC,2,Fruit,Shrub,Sedentary,Lower_risk
Aratinga aurea,Aratinga aurea,0,0,0,0,0,0,0,Insessorial,23.8,19.9,14.3,141.4,46.4,123,-27.31,2.78,0,L,1,0,600,600,4,3,0.689987707,3.292279784,ArborealGleaning,Cavity,none,3.001850982,20.3,PSITTACIFORMES,Psittacidae,5764751.61,84.6,LC,4,Omnivore,Shrub,Sedentary,Lower_risk
Aratinga cactorum,Aratinga cactorum,0,0,0,0,0,0,0,Insessorial,23.2,20.6,12.5,135.8,42.3,113,-18.03,-2.47,0,L,1,0,800,800,3,3,0.596888913,2.762685671,ArborealGleaning,Cavity,none,2.791093145,20,PSITTACIFORMES,Psittacidae,1195222.88,82.5,LC,6,Omnivore,Shrub,Sedentary,Lower_risk
Aratinga canicularis,Aratinga canicularis,1,0,0,1,0,0,2,Insessorial,20.8,21,12.6,132.7,44.6,104,9.55,31.8,0,L,1,0,1500,1500,6,3,0.694516437,3.326305831,ArborealGleaning,Cavity,none,3.662566279,90.2,PSITTACIFORMES,Psittacidae,269642.12,85,VU,5,Fruit,Forest,Sedentary,Higher_risk
Aratinga chloroptera,Aratinga chloroptera,1,0,0,1,0,0,2,Insessorial,27.8,29.4,16.8,170.8,45.8,134.2,17.7,19.71,1,L,1,0,2000,2000,4,3,0.732061315,5.591903628,ArborealGleaning,Cavity,none,3.057466117,185,PSITTACIFORMES,Psittacidae,13483.57,146,VU,4,Fruit,Forest,Sedentary,Higher_risk
Aratinga erythrogenys,Aratinga erythrogenys,1,0,0,1,0,0,2,Insessorial,31,33,15.4,171.8,41.5,139,-6.87,0.77,0,L,1,0,1300,1300,4,2,0.690433515,6.488035646,ArborealGleaning,Cavity,none,3.453703434,75.7,PSITTACIFORMES,Psittacidae,106452.34,151,NT,4,Fruit,Forest,Sedentary,Lower_risk
Aratinga euops,Aratinga euops,1,0,0,1,0,1,3,Insessorial,21.4,23.1,14,132.5,45.9,121.5,20.23,22.86,1,L,1,0,1000,1000,3,3,0.69274341,5.27945554,ArborealGleaning,Cavity,none,2.574722108,39.8,PSITTACIFORMES,Psittacidae,18723.73,87,VU,5,Omnivore,Savanna,Sedentary,Higher_risk
Aratinga finschi,Aratinga finschi,0,0,0,0,0,0,0,Insessorial,28.4,29.1,15.6,150.2,46.5,130.9,7.61,13.91,0,L,1,0,1650,1650,2,3,0.738273523,5.10477659,ArborealGleaning,Cavity,none,3.163891946,50,PSITTACIFORMES,Psittacidae,92560.88,150,LC,4,Omnivore,Woodland,Sedentary,Lower_risk
Aratinga leucophthalma,Aratinga leucophthalma,0,0,0,0,0,0,0,Insessorial,25.7,29.7,15.4,172.3,41.5,145.6,-34.57,10.76,0,L,2,0,2500,2500,6,4,0.707393708,5.212025016,ArborealGleaning,Cavity,none,2.866569911,18.6,PSITTACIFORMES,Psittacidae,8731069.11,158,LC,4,Omnivore,Forest,Sedentary,Lower_risk
Aratinga mitrata,Aratinga mitrata,0,0,0,0,0,0,0,Insessorial,31.9,34.3,18.4,194.9,44.5,166.9,-27.83,-5.84,0,L,2,1000,2400,3400,2,2,0.780578202,5.922421129,ArborealGleaning,Cavity,none,2.676875289,18.7,PSITTACIFORMES,Psittacidae,251116.9,249,LC,3,Granivore,Woodland,Sedentary,Lower_risk
Aratinga nana,Aratinga nana,0,0,0,1,1,1,4,Insessorial,21.5,21.3,13.2,130.4,43.1,111.9,9.24,24.26,0,L,1,0,1100,1100,6,2,0.804528571,4.60249765,ArborealGleaning,Cavity,none,3.323188974,43.5,PSITTACIFORMES,Psittacidae,528088.91,76.9,LC,4,Fruit,Woodland,Sedentary,Lower_risk
Aratinga pertinax,Aratinga pertinax,0,0,0,0,0,0,0,Insessorial,24.5,19.9,12.3,136.4,41.2,109,-9.58,12.63,0,L,1,0,1200,1200,6,3,0.598818087,2.716883955,ArborealGleaning,Cavity,none,3.111426923,26.4,PSITTACIFORMES,Psittacidae,1467382.65,84,LC,7,Omnivore,Savanna,Sedentary,Lower_risk
Asthenes humicola,Asthenes humicola,0,0,0,0,0,0,0,Generalist,15,3.7,22.1,61.4,11.3,74,-38.41,-24.19,0,L,3,0,1800,1800,4,3,0.618723331,2.631821959,GroundForaging,Cavity,strong,3.375343045,44.4,PASSERIFORMES,Furnariidae,118680.46,20.8,LC,4,Invertebrate,Shrub,Sedentary,Lower_risk
Asthenes patagonica,Asthenes patagonica,0,0,0,0,0,0,0,Terrestrial,12.9,3.6,20.1,56.7,14.3,65.6,-48.41,-34.67,0,L,3,0,700,700,3,2,0.602911075,2.454430539,GroundForaging,Cavity,strong,2.257928138,3.6,PASSERIFORMES,Furnariidae,585684,16.4,LC,4,Invertebrate,Shrub,Sedentary,Lower_risk
Asthenes steinbachi,Asthenes steinbachi,1,0,0,0,0,0,1,Terrestrial,15.2,3.9,22.3,64.7,13.4,83.8,-41.49,-22.06,0,L,3,500,2500,3000,3,1,0.656519739,2.908216669,GroundForaging,Cavity,strong,3.090030397,14.8,PASSERIFORMES,Furnariidae,273597.84,19.5,LC,3,Invertebrate,Shrub,Sedentary,Lower_risk
Atticora melanoleuca,Atticora melanoleuca,0,0,0,0,0,0,0,Aerial,8.2,2.2,10.4,91.7,51.1,64.8,-26.7,8.62,0,L,1,0,300,300,2,1,0.596863874,2.311028253,AerialScreaning,Cavity,none,2.247413784,4.3,PASSERIFORMES,Hirundinidae,2130687.81,10.8,LC,3,Invertebrate,Riparian,Sedentary,Lower_risk
Automolus rubiginosus,Automolus rubiginosus,0,0,0,0,0,0,0,Insessorial,26.4,6.8,25.4,85.8,10.9,76.8,-14.88,21.53,0,L,1,0,2500,2500,3,2,0.718561127,3.510955802,ArborealGleaning,Cavity,strong,2.356628813,15,PASSERIFORMES,Furnariidae,2137031.2,39.8,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Anthracothorax recurvirostris,Avocettula recurvirostris,0,0,0,0,0,0,0,Aerial,18.6,2.4,3.3,55.8,58.9,28.9,-10.32,8.78,0,L,1,0,800,800,5,2,0.52796155,1.971153049,AerialScreaning,ExposedElevated,none,2.236764669,7.6,CAPRIMULGIFORMES,Trochilidae,2531616.04,4.2,LC,2,Nectar,Savanna,Sedentary,Lower_risk
Babax lanceolatus,Babax lanceolatus,0,0,0,0,0,0,0,Generalist,27.8,6.8,35.2,95.4,7.6,122,20.7,35.55,0,I,2,350,3915,4265,3,2,0.590499309,2.466169882,ArborealGleaning,ExposedElevated,strong,2.98481667,148.7,PASSERIFORMES,Leiotrichidae,1946091.1,80.5,LC,6,Invertebrate,Forest,Sedentary,Lower_risk
Babax waddelli,Babax waddelli,1,0,0,1,0,0,2,Insessorial,35.5,7.2,42.4,130,7.2,158.2,28.05,30.59,0,I,2,2800,1800,4600,1,3,0.696892345,3.28343329,ArborealGleaning,ExposedElevated,strong,2.236764669,17.1,PASSERIFORMES,Leiotrichidae,59928.98,46,LC,4,Omnivore,Shrub,Sedentary,Lower_risk
Piculus rubiginosus,Colaptes rubiginosus,0,0,0,0,0,0,0,Insessorial,27,7.4,22,123.7,24.1,76.3,-29.38,21.61,0,L,2,0,3100,3100,6,1,0.693215568,3.002558592,BarkGleaning,Cavity,weak,2.823005184,52.6,PICIFORMES,Picidae,2243128.49,55.8,LC,4,Invertebrate,Forest,Sedentary,Lower_risk
Megalurus punctatus,Megalurus punctatus,0,0,0,0,1,0,1,Generalist,17.5,4.3,22.4,68.2,12.7,75,-48.02,-48,1,Z,3,0,130,130,2,2,0.590499309,1.805254589,GroundForaging,ExposedElevated,strong,2.676875289,12.8,PASSERIFORMES,Locustellidae,2.58,25.2,VU,3,Invertebrate,Grassland,Sedentary,Higher_risk
Brachypteracias squamiger,Geobiastes squamiger,1,0,0,1,1,1,4,Terrestrial,35.2,12.6,47.8,119.8,24.4,95.4,-24.88,-13.88,1,M,1,0,600,600,2,2,0.803229216,5.108756674,GroundForaging,Cavity,weak,1.951777127,19,CORACIIFORMES,Brachypteraciidae,21195.48,155,VU,2,Invertebrate,Forest,Sedentary,Higher_risk
Bradornis infuscatus,Bradornis infuscatus,0,0,0,0,0,0,0,Insessorial,18,4.8,25.1,105.1,25.7,79,-33.33,-10.67,0,F,2,0,1000,1000,2,2,0.687634242,2.98491735,AerialSallying,ExposedElevated,weak,1.99874488,4.4,PASSERIFORMES,Muscicapidae,1446786.72,32.4,LC,3,Invertebrate,Savanna,Sedentary,Lower_risk
Bradornis pallidus,Bradornis pallidus,0,0,0,0,0,0,0,Insessorial,16.4,4.2,20.9,89.9,19,72.8,-29.81,16.54,0,F,1,0,2000,2000,6,2,0.668390485,2.679923309,AerialSallying,ExposedElevated,weak,2.810323173,41.7,PASSERIFORMES,Muscicapidae,9110671.42,23.6,LC,4,Invertebrate,Woodland,Sedentary,Lower_risk
Argicus macrodactylus,Bucco macrodactylus,0,0,0,0,0,0,0,Insessorial,26.5,9.5,12.5,65,17.6,56.2,-15.13,7.93,0,L,1,0,660,660,5,1,0.637833234,2.64157509,AerialSallying,Cavity,strong,2.042295033,3.7,PICIFORMES,Bucconidae,3329953.34,25,LC,3,Invertebrate,Forest,Sedentary,Lower_risk
Buphagus erythrorhynchus,Buphagus erythrorhynchus,0,0,0,0,0,0,0,Insessorial,19.7,7,20.4,118.6,29.4,98.3,-33.57,17.33,0,F,1,0,3000,3000,4,1,0.675206382,3.155383743,BarkGleaning,Cavity,none,2.428699832,41.4,PASSERIFORMES,Buphagidae,2881050.23,50.7,LC,5,Invertebrate,Savanna,Sedentary,Lower_risk
Buteo albicaudatus,Buteo albicaudatus,0,0,0,0,0,0,0,Generalist,37.4,16.4,87.3,427,34.8,199,-40.32,29.69,0,LN,2,0,1600,1600,3,2,0.815175399,6.56131443,AerialSallying,ExposedElevated,weak,3.179360525,30,ACCIPITRIFORMES,Accipitridae,9466789.11,885,LC,4,Vertebrates,Shrub,Sedentary,Lower_risk
Percnohierax leucorrhous,Percnohierax leucorrhous,0,0,0,0,0,0,0,Insessorial,29,14.2,62.6,241,27.3,171.6,-29.69,11.14,0,L,2,1500,2000,3500,2,2,0.730757093,5.419748626,AerialSallying,ExposedElevated,strong,3.998738008,79.6,ACCIPITRIFORMES,Accipitridae,1189248.2,290,LC,3,Vertebrates,Forest,Sedentary,Lower_risk
Buteo polyosoma,Buteo polyosoma,0,0,0,0,0,0,0,Aerial,36.3,18.3,83.4,402,38.1,192.8,-55.98,6.3,0,L,2,0,5000,5000,5,1,0.750826667,8.014785472,AerialScreaning,ExposedElevated,weak,2.619533602,19.2,ACCIPITRIFORMES,Accipitridae,3165493.22,782.6,LC,3,Vertebrates,Grassland,PartiallyMigratory,Lower_risk
Cacicus melanicterus,Cacicus melanicterus,0,0,0,0,0,0,0,Insessorial,40,10.2,31.3,145.8,24.6,131.8,13.52,28.03,0,L,2,0,1000,1000,4,3,0.721948037,3.732903281,ArborealGleaning,Cavity,weak,3.380025607,45.5,PASSERIFORMES,Icteridae,231633.39,81.3,LC,4,Invertebrate,Shrub,Sedentary,Lower_risk
Calandrella raytal,Calandrella raytal,0,0,0,0,0,0,0,Terrestrial,13.3,4.1,18.4,80.4,29,49.8,15.71,34.13,0,IP,2,0,3960,3960,5,2,0.708920611,3.317310106,GroundForaging,ExposedGround,weak,4.174547099,627.1,PASSERIFORMES,Alaudidae,1260034.4,18.5,LC,3,Omnivore,Riparian,Sedentary,Lower_risk
Calandrella rufescens,Calandrella rufescens,1,0,0,0,1,0,3,Terrestrial,11.2,4.7,18.3,86.3,29.6,59.2,22.92,54.52,0,PI,3,0,3000,3000,5,2,0.590499309,2.055254589,GroundForaging,ExposedGround,weak,3.327980556,42.2,PASSERIFORMES,Alaudidae,11413124.26,24.1,LC,6,Omnivore,Plains,PartiallyMigratory,Lower_risk
Calliphlox evelynae,Nesophlox evelynae,0,0,0,0,0,0,0,Aerial,17.7,1.5,3.9,39.8,66.1,30,21.18,27.23,1,L,1,0,63,63,3,2,0.489069898,1.74625187,AerialScreaning,ExposedElevated,none,3.435496667,41.1,CAPRIMULGIFORMES,Trochilidae,12175.66,2.4,LC,2,Nectar,Coastal,Sedentary,Lower_risk
Calocitta colliei,Calocitta colliei,0,0,0,0,0,0,0,Insessorial,43.5,14.2,47.6,208.8,17.9,452.9,19.07,29.54,0,L,2,0,1800,1800,2,3,0.856395666,6.559924743,ArborealGleaning,ExposedElevated,strong,3.10610057,42.4,PASSERIFORMES,Corvidae,158921.03,234,LC,7,Omnivore,Woodland,Sedentary,Lower_risk
Calocitta formosa,Calocitta formosa,0,0,0,0,0,0,0,Insessorial,40.7,14.4,46.9,194.6,18.1,309.1,9.06,20.19,0,L,1,0,1400,1400,5,5,0.883770855,7.495599702,ArborealGleaning,ExposedElevated,strong,3.683415626,93.6,PASSERIFORMES,Corvidae,293348.65,210,LC,4,Omnivore,Woodland,Sedentary,Lower_risk
Camarhynchus pallidus,Camarhynchus pallidus,1,0,0,0,1,0,2,Insessorial,17.1,7.4,22.6,69,14.8,40.2,-1.05,0.17,1,L,1,0,1700,1700,1,1,0.71536199,2.928293968,BarkGleaning,Cavity,weak,1.935217224,1,PASSERIFORMES,Thraupidae,6852.84,23.1,NT,4,Invertebrate,Forest,Sedentary,Lower_risk
Camarhynchus parvulus,Camarhynchus parvulus,0,0,0,0,0,0,0,Insessorial,11.2,6.5,19.3,61.3,15.3,36.7,-1.36,0.15,1,L,1,0,700,700,3,5,0.682628998,2.654332782,ArborealGleaning,Cavity,weak,1.935217224,1,PASSERIFORMES,Thraupidae,7505.39,13.2,LC,4,Invertebrate,Forest,Sedentary,Lower_risk
Camarhynchus pauper,Camarhynchus pauper,1,0,0,0,1,1,3,Insessorial,14.6,8.3,22.1,69,17.8,48.9,-1.32,-1.27,1,L,1,300,100,400,3,3,0.694108909,2.747596493,ArborealGleaning,Cavity,weak,1.640372254,1,PASSERIFORMES,Thraupidae,23.08,16,CR,4,Invertebrate,Forest,Sedentary,Higher_risk
Camarhynchus psittacula,Camarhynchus psittacula,0,0,1,0,1,1,5,Insessorial,14.6,9.7,21.5,68.7,15.9,41.1,-1.36,0.65,1,L,1,300,400,700,1,2,0.703241624,2.823921598,ArborealGleaning,Cavity,weak,1.843545989,1,PASSERIFORMES,Thraupidae,7083.33,18.7,VU,4,Invertebrate,Forest,Sedentary,Higher_risk
Caprimulgus anthonyi,Nyctidromus anthonyi,0,0,0,0,0,0,0,Aerial,15,2.7,15.8,124,42.6,88,-7.16,1.23,0,L,1,0,800,800,5,1,0.730977872,3.196197733,AerialScreaning,ExposedGround,weak,3.389362382,82,CAPRIMULGIFORMES,Caprimulgidae,57328.24,35.9,LC,2,Invertebrate,Shrub,PartiallyMigratory,Lower_risk
Caprimulgus carolinensis,Antrostomus carolinensis,0,0,1,0,0,0,4,Aerial,15.2,4,17.5,207.7,51.5,141.1,24.95,42.41,0,LN,2,0,2600,2600,5,1,0.748994326,4.055669608,AerialScreaning,ExposedGround,weak,5.60586346,56.5,CAPRIMULGIFORMES,Caprimulgidae,1808676.44,109,NT,2,Invertebrate,Woodland,Migratory,Lower_risk
Caprimulgus cayennensis,Hydropsalis cayennensis,0,0,0,0,0,0,0,Generalist,17.5,2.7,16.5,136.4,49.4,102.3,-0.05,14.88,0,L,1,0,1200,1200,3,1,0.730379695,3.723124064,AerialScreaning,ExposedGround,weak,3.18449011,29.2,CAPRIMULGIFORMES,Caprimulgidae,1530293.86,35.5,LC,2,Invertebrate,Grassland,PartiallyMigratory,Lower_risk
Caprimulgus enarratus,Gactornis enarratus,1,1,0,1,0,1,5,Aerial,18,2.9,19.8,147.5,43.2,103.8,-25.19,-11.95,1,M,1,0,1880,1880,2,1,0.734186823,3.810019142,AerialScreaning,ExposedGround,weak,2.45444523,38.9,CAPRIMULGIFORMES,Caprimulgidae,226375.93,52.8,NT,2,Invertebrate,Forest,Sedentary,Lower_risk
Caprimulgus parvulus,Setopagis parvula,0,0,0,0,0,0,0,Aerial,14.3,3.5,13.8,133.2,38.5,94.5,-37.7,10.31,0,L,2,200,1300,1500,5,1,0.688404357,3.386000788,AerialSallying,ExposedGround,weak,3.179360525,37.6,CAPRIMULGIFORMES,Caprimulgidae,6789301.91,37,LC,2,Invertebrate,Woodland,PartiallyMigratory,Lower_risk
