Species1,extinction_risk,Primary.Lifestyle,RLM,Nest_Type,Nest_SBS,Flightlessness,Order,Foraging,MatingSystem,NestPlacement,Territoriality,IslandDwelling,Family,Diet,Habitat_cat,Migration,IslandEndemic,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Habitat.Density,Min.Latitude,Max.Latitude,LAT,Elevational.Range,HB,DB,LogNightLights,LogHumanPopulationDensity,Range_size,Body_mass,Clutch_size
Acanthiza katherina,Higher_risk,Insessorial,A,DM,T,No,Passeriformes,ArborealGleaning,Cooperative,Cavity,strong,No,Acanthizidae,Invertebrate,Forest,Sedentary,No,11.5,5.8,2.4,2.6,18.1,52.1,9.1,42.7,17.6,41.1,1,-19.07,-15.76,1,1150,1,1,0.651355562,0.405465108,58196.09,7.2,3
Acanthiza lineata,Lower_risk,Insessorial,A,DM,S-T,No,Passeriformes,ArborealGleaning,Cooperative,Cavity,strong,No,Acanthizidae,Invertebrate,Forest,Sedentary,No,9.9,5,2.1,2.8,17.1,51.5,9.4,40,19.1,37.9,2,-39.24,-23.09,3,1500,2,1,1.021778181,2.791165108,1043817.35,6.9,4
Acanthiza murina,Lower_risk,Insessorial,A,DM,T,No,Passeriformes,ArborealGleaning,Cooperative,Cavity,strong,No,Acanthizidae,Invertebrate,Forest,Sedentary,No,11.4,6,2.4,2.9,17.9,57.1,12.7,44,22.5,35,1,-9.63,-3.38,1,1200,1,1,0.668740305,2.93385687,83142.29,8.4,2
Acanthiza nana,Lower_risk,Insessorial,A,SP,S-T,No,Passeriformes,ArborealGleaning,Cooperative,Cavity,strong,No,Acanthizidae,Invertebrate,Shrub,Sedentary,No,10,5.2,2.1,2.7,17.2,49.1,8.8,40.8,17.8,36.8,2,-39.14,-15.68,2,1000,3,2,0.894427191,2.240709689,2021416.13,6.2,4
Acanthiza pusilla,Lower_risk,Insessorial,A,DM,G,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,strong,No,Acanthizidae,Invertebrate,Shrub,Sedentary,No,11.2,5.3,2.1,2.6,18.7,51.8,7.6,44.1,14.6,43.4,2,-43.64,-20,3,1200,5,1,1.017058525,2.753660712,1131818.69,7.6,4
Acanthiza reguloides,Lower_risk,Insessorial,A,DM,S-T,No,Passeriformes,ForagingGeneralist,Cooperative,Cavity,strong,No,Acanthizidae,Invertebrate,Forest,Sedentary,No,11,6,2.2,2.6,16.7,52,7.3,44.7,14,38.9,2,-39.14,-15.8,2,1500,3,1,0.917940618,2.32238772,1843422.3,7.7,5
Acanthiza robustirostris,Lower_risk,Insessorial,A,SP,S-T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Acanthizidae,Invertebrate,Woodland,PartiallyMigratory,No,9.9,5.1,2.3,2.7,19.1,50.8,7.6,42.8,15.2,40.2,2,-30.4,-19.66,3,500,2,1,0.53182959,0,2061848.42,6.1,3
Acanthiza uropygialis,Lower_risk,Insessorial,A,DM,C,No,Passeriformes,ArborealGleaning,Cooperative,Cavity,strong,No,Acanthizidae,Invertebrate,Woodland,Sedentary,No,10.2,5.3,2,2.3,18,51.8,7.9,44.6,15,38.3,2,-38.05,-19.82,3,500,3,1,0.66021958,0.955511445,4788831.67,6.4,4
Acanthoptila nipalensis,Lower_risk,Terrestrial,I,CP,Z,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,strong,No,Leiotrichidae,Invertebrate,Shrub,Sedentary,No,23.6,14.2,4.5,6.3,29.7,82.2,4.7,77.8,5.7,112.6,2,26.83,29.77,3,915,2,3,1.047607908,3.99425485,28765.27,61,4
Acanthorhynchus superciliosus,Lower_risk,Insessorial,A,CP,S-T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Meliphagidae,Nectar,Shrub,Sedentary,No,23.6,15.5,2.3,2.8,19.9,61.3,9.5,50.1,15.9,54.3,2,-35.14,-28.9,3,1000,4,2,0.989846401,2.451005098,182218.54,9.7,2
Acanthorhynchus tenuirostris,Lower_risk,Insessorial,A,CP,S-T,No,Passeriformes,ForagingGeneralist,NonCooperative,ExposedElevated,weak,No,Meliphagidae,Omnivore,Forest,Sedentary,No,26.8,18.9,2.3,2.7,18,65.6,14.2,54.6,20.6,57.1,2,-43.64,-15,2,1200,5,2,1.097341997,3.104586678,763502.74,10.4,4
Acanthornis magna,Lower_risk,Generalist,A,SP,S-T,No,Passeriformes,GroundForaging,NonCooperative,Cavity,strong,No,Acanthizidae,Invertebrate,Forest,Sedentary,No,15.2,8.4,2.3,2.9,21.9,56,9.2,46.1,16.6,48,1,-43.64,-39.58,3,1000,2,1,0.880111737,2.251291799,45032.53,10.2,4
Accipiter albogularis,Lower_risk,Insessorial,A,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,PartiallyMigratory,Yes,27.7,17.8,10.6,14.7,62,235.2,81.8,159.5,33.9,169,1,-11.73,-4.02,1,1800,2,2,0.562341325,2.587764035,37461.21,248.8,2.126963351
Accipiter badius,Lower_risk,Insessorial,E,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Woodland,Migratory,No,20.6,12.1,8.8,11.6,43,186.7,62.5,127.4,32.9,140.6,2,-29.47,46.39,2,2000,5,2,1.145202037,4.646312129,22374973,131.2,7
Accipiter bicolor,Lower_risk,Generalist,L,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,PartiallyMigratory,No,25,13.7,8.6,12.7,58.1,229.6,56.6,174.8,24.6,186.3,2,-55.72,23.73,2,2000,3,2,1.050969125,3.020424886,14309701.27,287.5,4
Accipiter brachyurus,Higher_risk,Insessorial,A,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,PartiallyMigratory,Yes,22.5,14,8.9,11.9,61.2,202.2,64.1,138.1,31.7,140.8,1,-6.31,-4.08,1,1800,1,1,0.547722558,1.029619417,35580.71,142,2.126963351
Accipiter brevipes,Lower_risk,Generalist,FP,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Migratory,No,21.1,12.1,8.7,11.1,46.4,217.6,87.8,129.9,40.2,153.5,1,31.19,55.86,2,1000,6,2,1.252373233,3.956996371,2936751.8,186.5,5
Accipiter butleri,Higher_risk,Insessorial,I,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,Yes,Accipitridae,Vertebrates,Forest,Sedentary,Yes,20,11.9,6.6,12,48.7,166,42.9,123.1,25.8,127,1,7.87,9.26,1,100,1,2,0.979370361,4.384523515,327.84,122,2.126963351
Accipiter castanilius,Lower_risk,Insessorial,F,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,PartiallyMigratory,No,20.5,11.5,8.3,10.9,52.6,163.5,38.9,123.1,24,135.4,1,-10.36,10.12,1,750,1,2,0.89790076,3.411147713,2096401.63,157.5,2.126963351
Accipiter cirrocephalus,Lower_risk,Generalist,A,PL,T,No,Accipitriformes,AerialScreaning,NonCooperative,ExposedElevated,strong,No,Accipitridae,Vertebrates,Forest,PartiallyMigratory,No,19.2,10.6,7.7,9.6,60.3,213,81.3,133.7,37.8,155.4,1,-43.64,0.04,2,2500,4,2,0.800195241,1.757857918,5488639.45,165.7,6
Accipiter collaris,Lower_risk,Insessorial,L,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,PartiallyMigratory,No,20,11.2,8.6,11,43.6,165.9,49.5,115.2,30,125,1,-13.2,11.25,1,1700,1,1,1.057371263,3.735285827,253265.36,97.8,2.126963351
Accipiter cooperii,Lower_risk,Aerial,LN,PL,T,No,Accipitriformes,AerialScreaning,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Migratory,No,25.4,13.9,8.6,13.2,62,241.2,77.8,163.5,32.3,188.4,2,23.28,53.31,2,3000,3,1,1.474739407,3.520460802,8393137.06,429.7,6
Accipiter erythrauchen,Lower_risk,Generalist,W,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,Yes,21.1,12.2,8.6,11.2,59.5,191.2,58.9,132.4,30.8,154.8,1,-3.91,2.65,1,1450,1,1,0.651355562,3.430756184,48150.32,156,2.126963351
Accipiter erythropus,Lower_risk,Insessorial,F,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,No,17.6,9.7,7.2,9.6,43,154.6,40.9,110.1,27.1,104.4,1,-9.36,14.73,1,1500,2,2,1,3.848017675,3904812.09,111.2,2
Accipiter fasciatus,Lower_risk,Generalist,AW,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,strong,No,Accipitridae,Vertebrates,Forest,Sedentary,No,28.5,19.1,11.2,15.2,71.9,269.9,103.6,167.3,38.3,206,1,-43.64,-1.7,2,1500,4,2,0.740082804,1.589235205,8180196.71,358.7,4
Accipiter francesiae,Lower_risk,Insessorial,M,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,strong,No,Accipitridae,Invertebrate,Forest,Sedentary,Yes,20.2,13.1,8.7,10.7,48.1,155.8,43.2,112.8,27.8,127.5,1,-25.61,-11.36,2,1600,2,2,0.88375617,3.17805383,519468.81,136.8,5
Accipiter gentilis,Lower_risk,Generalist,P,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,strong,No,Accipitridae,Vertebrates,Forest,PartiallyMigratory,No,33.7,19.6,11.6,18,67.3,337.6,122.6,215,36.3,241.1,1,17.1,70.39,4,3000,3,1,1.161496344,3.169685581,31775270.74,866,5
Accipiter griseiceps,Lower_risk,Insessorial,W,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,Yes,24.1,14.6,8.8,12.4,52,187.2,50,137.3,26.8,141.2,1,-5.66,1.88,1,2000,3,2,0.684866101,3.824284091,140604.94,251.8,2.126963351
Accipiter gularis,Lower_risk,Insessorial,IP,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Migratory,No,23.3,9.5,6.6,9.1,43.6,162.6,54.2,109,33.2,106.4,1,24.25,59,2,1000,4,2,1.22338177,4.14472077,4785704.92,120.7,5
Accipiter gundlachi,Higher_risk,Aerial,L,PL,T,No,Accipitriformes,AerialScreaning,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,Yes,26,15.2,8.3,16.3,71.3,228,61.8,166.2,27.1,223,1,19.82,23.16,1,1100,4,1,1.050969125,4.921439715,33511.43,675,4
Accipiter haplochrous,Lower_risk,Insessorial,O,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,Yes,23.7,13.9,9.6,13.2,58.9,227.8,74.5,153.2,32.7,155,1,-22.4,-20.09,1,1000,1,2,0.968546928,3.0301337,16389.59,198.4,3
Accipiter henicogrammus,Lower_risk,Insessorial,W,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,Yes,27.9,15.9,10,13.6,65.1,230.2,72,160.5,31.1,190,1,-0.92,2.65,1,1100,1,2,0.611690885,3.47506723,22781.85,358.7,2.126963351
Accipiter henstii,Higher_risk,Insessorial,M,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,Yes,32.6,18.1,11.8,17.2,75,290.5,78,212.5,27,245,1,-25.2,-11.95,1,1000,2,1,0.868897833,3.086486637,434639.7,1050,3
Accipiter hiogaster,Lower_risk,Insessorial,AW,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,No,26,15.9,9.4,13.9,51.1,197.2,60.8,136.5,30.8,136.5,1,-11.66,2.65,1,800,3,2,0.709210719,2.479484554,794517.61,326.1,3
Accipiter imitator,Lower_risk,Insessorial,A,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,Yes,26.4,16.8,9.1,12.2,49.6,200,60,140,30,161,1,-8.58,-5.41,1,1000,1,2,0.514368672,1.945910149,10050.21,222.5,2.126963351
Accipiter luteoschistaceus,Higher_risk,Insessorial,A,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,Yes,26.4,16.8,7.8,11.9,51.5,188,57,131,30.3,146,1,-6.31,-4.19,1,500,1,1,0.547722558,1.064710737,28814.74,214,2.126963351
Accipiter madagascariensis,Lower_risk,Insessorial,M,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,Yes,19.7,10.7,7.4,9.4,58,190.8,54.5,136.2,28.7,149.5,1,-25.61,-11.95,1,1000,2,2,0.849182109,3.19047635,476517.51,180.4,4
Accipiter melanochlamys,Lower_risk,Generalist,A,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,No,25.9,15.6,11,13.9,62.7,228.6,75,156.2,32.4,164.8,1,-10.07,-0.95,1,2410,2,2,0.668740305,2.867898902,115449.94,265,2.126963351
Accipiter melanoleucus,Lower_risk,Generalist,F,PL,T,No,Accipitriformes,AerialScreaning,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,No,29.6,18,10.3,16.3,75.8,302.8,107.2,200.8,35,219.4,1,-34.84,18.84,2,3700,2,1,1.012272234,3.875359021,9067092.6,699,4
Accipiter meyerianus,Lower_risk,Generalist,AW,PL,T,No,Accipitriformes,AerialScreaning,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,No,35,20.6,12.6,18.6,75.4,309.5,102,207.5,33,200,1,-10.12,2.29,1,1500,1,1,0.651355562,2.734367509,269144.41,763.5,3
Accipiter minullus,Lower_risk,Generalist,F,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Woodland,Sedentary,No,16.5,9.2,6.6,8.8,41.3,150.4,44.6,105.8,29.6,105.2,1,-34.84,17.8,2,1800,4,2,0.965783571,3.629660094,6794381.58,87.4,3
Accipiter nanus,Lower_risk,Insessorial,W,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Invertebrate,Forest,Sedentary,Yes,17.6,10.6,7.6,10.1,46.6,152.4,44.9,107.5,29.5,109,1,-5.7,1.76,1,1350,1,2,0.809780126,4.018183201,110477,117,2.126963351
Accipiter nisus,Lower_risk,Insessorial,E,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,PartiallyMigratory,No,19.6,11.4,8.4,10,53.6,207.4,74.2,134.3,35.5,155.5,1,26.9,70.53,5,4500,2,2,1.242064758,3.650658241,23601609.31,220.8,7
Accipiter novaehollandiae,Lower_risk,Insessorial,A,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,strong,No,Accipitridae,Vertebrates,Forest,Sedentary,No,31.6,19.9,11.5,16.5,69,261.9,76,188.3,28.9,183.6,1,-43.64,-10.51,2,1500,4,2,0.945741609,2.332143895,1807067.3,326.1,5
Accipiter ovampensis,Lower_risk,Aerial,F,PL,T,No,Accipitriformes,AerialScreaning,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Woodland,Sedentary,No,20.5,11.2,7.5,10.3,49.4,222.4,86.2,138.5,38.4,155,2,-27.22,13.92,1,1800,5,1,0.994962056,3.61361697,7295779.86,195,5
Accipiter poliocephalus,Lower_risk,Insessorial,A,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,No,25,15.4,10.1,13.7,60.3,210.5,67.8,142.8,32.1,157.2,1,-11.66,0.04,1,1500,1,2,0.622332977,2.066862759,671500.51,214.8,1
Accipiter poliogaster,Lower_risk,Insessorial,L,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,PartiallyMigratory,No,27.7,14.9,8,13.2,52.4,240.4,72.6,172.2,29.6,174.6,1,-30.38,6.82,2,800,3,2,1.007417072,2.890371758,7203530.62,315,2
Accipiter princeps,Higher_risk,Insessorial,A,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,Yes,33.6,22.2,13.8,17.8,68,266.3,77.8,188.5,29.2,192.3,1,-6.11,-4.23,1,665,2,2,0.562341325,0.832909123,11549.62,214.8,2.126963351
Accipiter rhodogaster,Lower_risk,Insessorial,W,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,Yes,20.5,11.8,7.9,10.8,53.4,172.6,51.6,122.4,29.7,125.8,1,-5.7,1.76,1,2000,4,2,0.733836822,3.860729711,146036.85,172.7,2.126963351
Accipiter rufitorques,Lower_risk,Generalist,O,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,Yes,26,15.4,10.3,13.7,59.2,217.6,73.5,142,34.1,146,1,-19.2,-16.15,1,1200,2,2,1.014673846,4.258445573,17581.12,209,4
Accipiter rufiventris,Lower_risk,Aerial,F,PL,T,No,Accipitriformes,AerialScreaning,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,No,20.3,10.7,7.8,10,54.2,218.6,83,134.3,38.1,165.8,1,-34.04,15.67,2,1000,4,2,0.880111737,4.633757643,756057.21,198,4
Accipiter soloensis,Lower_risk,Insessorial,E,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Migratory,No,25.6,11.4,8.6,9.7,39.5,187.8,73.1,114.4,39,123.4,1,20.24,47.24,2,1000,3,2,1.434118677,5.678464667,2375886.74,164.8,5
Accipiter striatus,Lower_risk,Aerial,LN,PL,T,No,Accipitriformes,AerialScreaning,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Migratory,No,18.3,10.1,7.3,9.4,49.9,181.6,56.6,126.8,30.7,134.3,1,-34.98,69.38,2,3500,4,1,1.261188872,3.08190997,16375303.87,130.6,5
Accipiter superciliosus,Lower_risk,Aerial,L,PL,T,No,Accipitriformes,AerialScreaning,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,No,19.4,10.8,6.7,10.4,37.4,146.4,38.6,105.2,26.9,104.6,1,-28.11,14.61,1,800,1,1,0.99749057,2.884800713,8560355.56,96.4,3
Accipiter sylvestris,Lower_risk,Insessorial,W,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,Yes,26,14.9,9.2,13.1,54.5,206.4,66,140.4,32,146.9,1,-9.11,-8.07,1,670,3,2,0.733041215,3.495829762,34582.63,326.1,2.370964774
Accipiter tachiro,Lower_risk,Aerial,F,PL,T,No,Accipitriformes,AerialScreaning,NonCooperative,ExposedElevated,strong,No,Accipitridae,Vertebrates,Forest,Sedentary,No,18,15.3,9.1,12.4,65.7,217.4,55.6,161.8,25.7,175,1,-34.84,4.53,2,3000,6,2,1.002490679,3.597312261,5174215.21,290.2,4
Accipiter toussenelii,Lower_risk,Insessorial,F,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,No,24.4,13.9,9.2,11.9,62.1,189,48.2,149.6,24.4,157.2,1,-6.06,17.41,1,3300,4,2,0.979370361,4.043051268,4598131.33,249.3,2
Accipiter trinotatus,Lower_risk,Insessorial,W,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,strong,No,Accipitridae,Vertebrates,Forest,Sedentary,Yes,20.4,13.3,8.6,11.2,48.2,162.9,43,115,27.2,128.8,1,-5.66,1.76,1,1050,2,2,0.746174535,3.862832761,120238.86,146,2.126963351
Accipiter trivirgatus,Lower_risk,Insessorial,IP,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,Sedentary,No,31.7,17.3,10.5,14.1,56.9,216.2,49.6,166.1,23,171.9,1,-8.85,31.08,2,1800,1,2,1.196570978,4.793308128,3366430.69,265,3
Accipiter virgatus,Lower_risk,Generalist,I,PL,T,No,Accipitriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Accipitridae,Vertebrates,Forest,PartiallyMigratory,No,21.2,11.7,7.6,10.2,49.8,167.7,46.7,123.1,27.4,123.9,1,-8.98,35.61,2,2200,3,2,1.254910983,5.232177564,4398429.71,117,5
Acer undulatum,Lower_risk,Insessorial,I,CV,T,No,Bucerotiformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Bucerotidae,Fruit,Terrestrial,Sedentary,No,190.3034374,158.8392289,41.86926644,63.35870724,75.41607645,445.620315,114.4888773,327.5733651,25.46386749,291.3038654,2.124106667,-5.711772289,28.04055467,1.497571111,1560.858846,3.323417778,2.406917778,1.271042659,4.811371017,3224903.6,2214.55,2
Aceros cassidix,Higher_risk,Insessorial,F,CV,T,No,Bucerotiformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Bucerotidae,Fruit,Terrestrial,Sedentary,No,176.6183069,144.9214467,39.71241382,60.95131278,74.14610847,428.286664,110.5693033,312.7342247,25.15513038,276.2182793,2.111817778,-6.859941489,8.300198178,1.130442222,1297.699341,3.000472515,2.211222222,0.849182109,4.434381865,164525.7,2360,2.5
Aceros corrugatus,Lower_risk,Insessorial,I,CV,T,No,Bucerotiformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Bucerotidae,Fruit,Terrestrial,Sedentary,No,149.2188419,122.4482205,37.1318468,60.3498081,60.27130621,389.0740882,98.11767556,287.2086604,24.68101934,271.5244024,2.019004444,-7.177774889,16.92960384,1.154624444,1346.112619,3.172917778,2.475715556,1.19802755,4.375757022,892567.2,1590,2.5
Aceros leucocephalus,Lower_risk,Insessorial,I,CV,T,No,Bucerotiformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Bucerotidae,Fruit,Terrestrial,Sedentary,No,127.1601213,102.7541645,32.75223975,56.25519653,55.70002073,353.6697782,91.4719323,260.4953867,24.90944846,255.4419429,1.971371111,0.379446384,12.33842084,1.090913333,1069.095762,2.836805848,2.400465185,1.069837518,4.956531035,89999.7,1086,2
Aceros nipalensis,Higher_risk,Insessorial,I,CV,T,No,Bucerotiformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Bucerotidae,Fruit,Forest,Sedentary,No,204,177.7,45.4,75.1,74.7,431.7,93.1,338.6,21.6,457.7,1,15.38,29.27,2,1200,1,1,1.040031433,3.520460802,284350.69,2385,2
Aceros waldeni,Higher_risk,Insessorial,I,CV,T,No,Bucerotiformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Bucerotidae,Fruit,Terrestrial,Sedentary,No,152.4921689,123.9636964,36.865092,56.45937475,67.04327885,402.6190569,108.4556502,290.2200806,25.74532198,269.6499589,2.064448889,1.636802984,14.24483547,1.151411111,1026.63123,2.850135556,2.302065185,1.151802898,5.690697235,11113.9,1748.8,2.5
Achaetops pycnopygius,Lower_risk,Insessorial,F,CP,S,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,Macrosphenidae,Invertebrate,Rocky,Sedentary,No,20.1,9.5,3.3,4.6,24.2,68.1,4.4,62.7,6.6,79.4,3,-24.27,-8.76,1,1000,2,1,0.707106781,1.791759469,423641.18,28.3,3
Acridotheres albocinctus,Lower_risk,Generalist,I,CV,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,none,No,Sturnidae,Omnivore,Grassland,Sedentary,No,28.2,15.3,5.8,7.3,36.7,125.8,31.3,92.4,25.3,80.7,3,20.03,26.2,2,400,2,5,1.195109069,4.195697056,328212.57,98.9,4
Acridotheres burmannicus,Lower_risk,Generalist,I,CV,B-T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,none,No,Sturnidae,Omnivore,Grassland,PartiallyMigratory,No,23.4,14.2,4.8,5.9,31.8,113.8,30.5,83.2,26.9,68,3,15.66,24.78,1,2000,4,2,1.334334809,4.895598484,327472.26,89,3.458333333
Acridotheres cinereus,Higher_risk,Generalist,IW,CV,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,none,No,Sturnidae,Omnivore,Grassland,PartiallyMigratory,Yes,27.3,15.9,6.5,7.4,36,125.9,29.5,96.4,23.5,79,3,-5.71,-3.5,1,1500,4,5,1.083851472,5.569488887,20065.88,98.9,4.2
Acridotheres cristatellus,Lower_risk,Generalist,IP,CV,B-S-T,No,Passeriformes,GroundForaging,NonCooperative,Cavity,none,No,Sturnidae,Omnivore,Grassland,PartiallyMigratory,No,27.1,15.7,6.1,8.1,38.1,134,32.1,101.5,24.1,81.2,3,10.91,34.72,2,500,2,4,1.373607013,5.653190689,3073262.93,116.3,7
Acridotheres fuscus,Lower_risk,Insessorial,I,CV,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,none,No,Sturnidae,Omnivore,Woodland,PartiallyMigratory,No,27.2,16.1,6.6,7.3,36.5,123.6,30.7,93.6,24.7,74.9,2,1.21,34.6,2,2000,4,4,1.37457061,5.963065073,2411128.95,82.8,6
Acridotheres ginginianus,Lower_risk,Generalist,I,CV,B-T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,none,No,Sturnidae,Omnivore,Grassland,PartiallyMigratory,No,24.4,14.2,5.5,6.7,34.2,120.2,29.1,90.5,24.3,77.5,3,18.38,34.46,2,500,2,4,1.466089535,6.156978986,1641344.88,72,8
Acridotheres grandis,Lower_risk,Generalist,I,CV,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,none,No,Sturnidae,Invertebrate,Grassland,Sedentary,No,25.9,16.9,6.6,7.9,36.5,134.6,33.5,101.2,24.9,77.2,3,3.06,27.91,1,1520,3,3,1.330105485,4.946629964,1707140.6,98.9,6
Acridotheres javanicus,Higher_risk,Generalist,I,CV-HC,B-S-T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Sturnidae,Omnivore,Artificial,Sedentary,No,25.9,14.7,5.9,7.2,35.9,122.6,26.1,96.5,21.3,70.5,3,-8.85,-5.88,1,1480.017431,2,5,1.253239212,5.023158187,130826.23,93.5,5
Acridotheres leucocephalus,Lower_risk,Generalist,I,CV,B-T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,none,No,Sturnidae,Omnivore,Grassland,PartiallyMigratory,No,23.4,14.2,4.8,5.9,31.8,113.8,30.5,83.2,26.9,68,3,8.56,17.19,1,1500,4,2,1.239366485,4.882605908,475333.89,89,3.902716352
