Species1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Habitat.Density,Primary.Lifestyle,Min.Latitude,Max.Latitude,RR,ISL,RLM,LAT,Elevational.Range,HB,DB,Nest_Type,Nest_SBS,Flightlessness,Family,Foraging,MatingSystem,NestPlacement,Territoriality,IslandDwelling,LogNightLights,LogHumanPopulationDensity,IUCN_status,Range_size,Body_mass,Order1,Clutch_size,Diet,Habitat_cat,Migration,extinction_risk
Phleocryptes melanops,18.2,11.4,2.6,3.2,20.3,57,10.6,46.1,18.7,51.9,2,Insessorial,-52.07,-5.48,0,0,L,2,4300,1,1,SP,S,No,Furnariidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.08969454835004,3.29212628660779,LC,3522776.03,14.6,Passeriformes,4,Invertebrate,Wetland,Sedentary,Lower_risk
Phlogophilus hemileucurus,19,15.4,2,1.9,5.2,50,31.8,18.2,63.6,31,1,Insessorial,-5.89,1.66,0,0,L,1,700,1,2,CP,"T,S",No,Trochilidae,ArborealGleaning,NonCooperative,ExposedElevated,none,No,0.887356065737526,2.31253542384721,LC,25433.94,2.8,Caprimulgiformes,2,Nectar,Forest,Sedentary,Lower_risk
Phodilus badius,35.2,20.1,9.8,14.3,36.2,190.8,37.4,147.1,20.2,80.4,2,Insessorial,-8.78,28.32,0,0,I,1,1800,3,2,NO,"S,T",No,Tytonidae,AerialSallying,NonCooperative,Cavity,weak,No,1.26118887247656,4.82108769221056,LC,3479052.56,280.2,Strigiformes,5,Vertebrates,Forest,Sedentary,Lower_risk
Phoebastria albatrus,135,91.3,25,38.5,92.3,549.2,364.8,186,66.3,147,3,Aquatic,11.5,65.53,0,1,IO,3,150,2,2,M,G,No,Diomedeidae,AquaticSurface,NonCooperative,ExposedGround,none,No,0.472870804501588,4.829912458666,VU,48012515.04,4411,Procellariiformes,1,Invertebrate,Sea,PartiallyMigratory,Higher_risk
Phoebastria immutabilis,108,74.6,20.7,28.2,82.6,474.4,313,159.5,66.2,147.2,3,Aquatic,12.81,65.2,0,1,O,2,50,1,3,HC,G,No,Diomedeidae,AquaticSurface,NonCooperative,ExposedGround,none,No,0.472870804501588,4.79661665055905,NT,45350856.11,3145.9,Procellariiformes,1,Invertebrate,Sea,PartiallyMigratory,Lower_risk
Phoebastria irrorata,151.1,107.2,24,36.6,101.2,534.5,336,194,63.4,138.5,3,Generalist,-17.84,1.04,0,1,L,2,50,2,3,M,G,No,Diomedeidae,AquaticSurface,NonCooperative,ExposedGround,none,No,0.611690884906252,4.34898678059568,CR,1736846.61,3376.4,Procellariiformes,1,Scavenger,Sea,PartiallyMigratory,Higher_risk
Phoebastria nigripes,101.2,67.8,23.8,30.8,87.4,476,313.2,171.2,64.7,136,3,Aquatic,-84.95,85.01,0,1,O,3,50,2,2,SC,G,No,Diomedeidae,AquaticSurface,NonCooperative,ExposedGround,none,No,0.472870804501588,4.43793426661218,NT,84626560.97,3188.4,Procellariiformes,1,Carnivore,Sea,PartiallyMigratory,Lower_risk
Phoebetria fusca,108.9,71.4,17.6,29.8,76.2,510.2,348.5,161.8,68.3,268.8,3,Aquatic,-74.01,-20.45,0,1,S,3,500,3,3,HC,G,No,Diomedeidae,AquaticSurface,NonCooperative,ExposedGround,none,Yes,0.531829589694499,0,EN,61330907.01,2553.7,Procellariiformes,1,Invertebrate,Sea,PartiallyMigratory,Higher_risk
Phoebetria palpebrata,105.6,69.8,18.2,28.2,76.8,523.8,361.2,162.5,69,281.2,3,Aquatic,-78.93,-32.81,0,1,SZ,3,0,3,3,HC,G,No,Diomedeidae,AquaticSurface,NonCooperative,ExposedGround,none,No,0.472870804501588,3.24649099190117,NT,74642407.91,3150,Procellariiformes,1,Invertebrate,Sea,PartiallyMigratory,Lower_risk
Phoenicircus carnifex,19.9,9.2,5.9,6.4,25.2,101.1,9.3,93.1,9.1,85.8,1,Insessorial,-5.04,7.41,0,0,L,1,600,1,1,"CP,CV",T,No,Cotingidae,AerialSallying,NonCooperative,ExposedElevated,none,No,0.757928931136556,2.10413415427021,LC,1387247.24,82.9,Passeriformes,1.53846153846154,Fruit,Forest,Sedentary,Lower_risk
Phoenicoparrus andinus,113.3,86.3,30.6,43.1,233,425,195.2,229.8,45.9,213,3,Terrestrial,-31.16,-13.43,0,0,L,2,1000,2,2,CP,G,No,Phoenicopteridae,GroundForaging,NonCooperative,ExposedGround,none,No,0.81903625881272,1.93152141160321,VU,190012.59,4900,Phoenicopteriformes,1,Herbivore,Wetland,Sedentary,Higher_risk
Phoenicoparrus jamesi,86.5,64.1,23.1,35.4,201.6,411.7,153.8,257.8,37.4,147.9,3,Terrestrial,-26.92,-15.15,0,0,L,2,1400,1,1,CP,G,No,Phoenicopteridae,GroundForaging,NonCooperative,ExposedGround,none,No,0.795270728767051,1.7404661748405,NT,273389.16,2000,Phoenicopteriformes,1,Herbivore,Wetland,Sedentary,Lower_risk
Phoenicopterus chilensis,106.4,79.1,24.4,35,245,401.8,175,226.8,43.5,136.5,3,Terrestrial,-54.65,-1.96,0,0,L,2,4500,3,1,CP,G,No,Phoenicopteridae,GroundForaging,NonCooperative,ExposedGround,none,No,1.04444780217279,3.13549421592915,NT,3269778.02,2277,Phoenicopteriformes,1,Invertebrate,Coastal,Sedentary,Lower_risk
Phoenicopterus roseus,124.7,86.4,26,38.1,294.5,399,163.9,230.3,41.6,138.4,3,Terrestrial,-34.84,51.09,0,0,FPI,2,3200,3,3,"CP,HC",G,No,Phoenicopteridae,GroundForaging,NonCooperative,ExposedGround,none,No,1.0799029488658,3.87743156065853,LC,5093092.47,3031.6,Phoenicopteriformes,3,Invertebrate,Wetland,PartiallyMigratory,Lower_risk
Phoeniculus bollei,43.1,32.6,6,8.7,20.7,129.2,27.9,101.3,21.5,211.7,1,Insessorial,-4.14,8.91,0,0,F,1,3200,5,3,CV,T,No,Phoeniculidae,BarkGleaning,Cooperative,Cavity,strong,No,1.05737126344056,4.74406218485471,LC,1291286.11,54.6,Bucerotiformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Phoeniculus damarensis,48.9,37.5,6.1,8.6,20.5,148.1,35.2,112.9,23.8,219.4,2,Insessorial,-24.26,3.59,0,0,F,1,1500,3,3,CV,T,No,Phoeniculidae,BarkGleaning,Cooperative,Cavity,strong,No,0.790252997362136,2.2512917986065,LC,823036.02,81.8,Bucerotiformes,3,Invertebrate,Shrub,Sedentary,Lower_risk
Phoeniculus purpureus,46.7,36.3,5.7,8.7,23.3,139.4,29.5,109,21.3,188.9,2,Insessorial,-34.21,17.38,0,0,F,1,2000,4,3,CV,"B,T",No,Phoeniculidae,BarkGleaning,Cooperative,Cavity,strong,No,1,3.53514535417189,LC,12280558.03,73.2,Bucerotiformes,5,Invertebrate,Woodland,Sedentary,Lower_risk
Phoeniculus somaliensis,54.4,41.6,5.7,8,19.6,145,35.2,108.8,24.5,212.4,2,Insessorial,-0.13,17.2,0,0,F,1,2120,3,1,CV,T,No,Phoeniculidae,BarkGleaning,Cooperative,Cavity,strong,No,0.714074191775111,3.81990771652034,LC,1065209.4,26.5,Bucerotiformes,5,Invertebrate,Shrub,Sedentary,Lower_risk
Phoenicurus auroreus,14,8.2,3.2,3.4,22.2,72.5,14.8,57.5,20.5,65.9,2,Insessorial,27.62,57.44,0,0,IP,5,3700,3,3,"CP,CV,CR","B,G,R,T",No,Muscicapidae,AerialSallying,NonCooperative,Cavity,weak,No,1.10297439048223,4.06560209335645,LC,4822744.76,16.2,Passeriformes,6,Invertebrate,Forest,Migratory,Lower_risk
Phoenicurus coeruleocephala,13.2,7.3,2.9,3.1,21.6,78.7,15.6,62,20.2,63.6,3,Insessorial,27.14,46.55,0,0,I,2,3100,3,3,"HC,CR","G,R,S",No,Muscicapidae,AerialSallying,NonCooperative,ExposedGround,weak,No,0.752120618617279,3.24259235148552,LC,733085.94,14.9,Passeriformes,4,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Phoenicurus erythrogastrus,15.6,8.5,3.5,3.6,26.2,96.6,22.9,73.8,23.6,74,2,Insessorial,27.46,57.27,0,0,P,3,3700,4,4,"CP,CV","G,R",No,Muscicapidae,AerialSallying,NonCooperative,Cavity,weak,No,0.865061545414422,3.23474917402449,LC,3629707.32,24.5,Passeriformes,5,Omnivore,Grassland,PartiallyMigratory,Lower_risk
Phoenicurus erythronotus,14.3,7.8,3.1,3.2,23.2,85.2,17.8,66.8,21,71.2,2,Insessorial,38.52,55.18,0,0,P,3,3300,4,3,CP,"G,R",No,Muscicapidae,AerialSallying,NonCooperative,ExposedGround,weak,No,0.800195241015144,2.37954613413017,LC,1780954.68,18.5,Passeriformes,6,Invertebrate,Woodland,Migratory,Lower_risk
Phoenicurus frontalis,13.1,7.4,3.1,3.2,22.1,84.5,19.4,64.4,23.2,69,1,Insessorial,24.61,39.32,0,0,IP,2,4200,3,3,"CP,CV,CR","B,C,G,R,T",No,Muscicapidae,AerialSallying,NonCooperative,Cavity,weak,No,0.622332977288478,2.58776403522771,LC,2351061.38,15.8,Passeriformes,6,Omnivore,Forest,PartiallyMigratory,Lower_risk
Phoenicurus moussieri,13.5,7.8,3,2.8,23.2,64,10,54,15.6,50.5,2,Insessorial,28.09,37.35,0,0,P,3,2700,3,2,"CP,CR","B,G,S,T,R",No,Muscicapidae,AerialSallying,NonCooperative,Cavity,weak,No,1.30832881068268,4.34898678059568,LC,1093554.13,14.9,Passeriformes,6,Invertebrate,Shrub,Sedentary,Lower_risk
Phoenicurus ochruros,15.4,8.1,2.8,2.9,22.4,83.1,19.2,64.1,23.1,60.4,3,Insessorial,25.57,61.51,0,0,E,2,5200,5,3,"CP,CR","G,R,B",No,Muscicapidae,ForagingGeneralist,Cooperative,Cavity,weak,No,1.30157882381734,4.11087386417331,LC,13764225.49,16.5,Passeriformes,6,Invertebrate,Rocky,PartiallyMigratory,Lower_risk
Phoenicurus phoenicurus,13.9,7.8,3.3,3.4,21.6,77.9,20.2,58.1,25.8,58,1,Insessorial,27.7,70.78,0,0,FP,2,2200,6,2,"CV,CR","B,C,T",No,Muscicapidae,AerialSallying,NonCooperative,Cavity,weak,No,1.35490072517088,3.8649313978943,LC,14485113.51,14.6,Passeriformes,8,Invertebrate,Woodland,Migratory,Lower_risk
Phoenicurus schisticeps,14.3,7.2,3.1,3.3,22.2,80.6,15.3,64.7,19,73.6,1,Insessorial,25.44,36.3,0,0,IP,3,3100,3,3,"CV,CR","G,R,T",No,Muscicapidae,AerialSallying,NonCooperative,Cavity,weak,No,0.757928931136556,3.22684399451738,LC,754510.63,18.1,Passeriformes,4,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Pholidornis rushiae,9.6,5.7,2.3,2.5,11.5,45.6,8.1,37.7,17.6,26.6,1,Insessorial,-8.93,9.18,0,0,F,1,1200,3,1,SP,T,No,Scotocercidae,ArborealGleaning,Cooperative,Cavity,weak,No,0.91794061753342,3.83945231259331,LC,3139298.25,6,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Phonygammus keraudrenii,33.9,17.3,7.6,10.3,36.6,159.1,18.3,142.2,11.4,124.8,1,Insessorial,-13.78,-0.34,0,1,A,1,900,2,2,HC,T,No,Paradisaeidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.642114135151817,2.10413415427021,LC,767082.8,154.7,Passeriformes,2,Fruit,Forest,Sedentary,Lower_risk
Phragmacia substriata,12.7,8.1,2.8,2.7,19.9,54,5.4,48.6,10,67.2,1,Insessorial,-34.29,-27.82,0,0,F,3,1000,3,2,CP,"S,Z",No,Cisticolidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.714074191775111,1.64865862558738,LC,466617.53,10.6,Passeriformes,4,Invertebrate,Shrub,Sedentary,Lower_risk
Phrygilus atriceps,17.9,11.3,6.1,7.7,26,94.4,20.2,72.2,21.9,68.2,2,Terrestrial,-29.74,-14.88,0,0,L,2,3600,5,4,CP,"R,S,Z",No,Thraupidae,GroundForaging,NonCooperative,ExposedElevated,weak,No,0.861173529963367,2.24070968927596,LC,526947.2,24.3,Passeriformes,3,Omnivore,Shrub,Sedentary,Lower_risk
Phrygilus gayi,14.1,9.5,5.9,7.5,19.8,82,17.1,63.3,21.2,67,2,Terrestrial,-54.44,-25.03,0,0,L,3,4300,7,4,CP,"R,S,Z",No,Thraupidae,GroundForaging,NonCooperative,ExposedGround,weak,No,0.979370361335559,2.70136121295141,LC,845438.93,25.6,Passeriformes,5,Seed,Grassland,Sedentary,Lower_risk
Phrygilus patagonicus,14.3,10,5.5,6.9,21.8,73.8,14.7,57.5,20.4,58.8,2,Terrestrial,-55.98,-34.22,0,0,L,3,1900,4,6,"CP,CV","R,T,Z",No,Thraupidae,GroundForaging,NonCooperative,ExposedGround,weak,No,0.865061545414422,2.42480272571829,LC,537213.7,22.6,Passeriformes,5,Herbivore,Forest,Sedentary,Lower_risk
Phylidonyris niger,24,10.9,2.9,3.9,20.2,76.2,15.4,59.9,20.4,71.3,2,Insessorial,-37.43,-14.75,0,0,A,2,1000,5,2,CP,"S,T",No,Meliphagidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.979370361335559,2.52572864430826,LC,1047225.93,18.2,Passeriformes,3,Nectar,Shrub,PartiallyMigratory,Lower_risk
Phylidonyris novaehollandiae,22.8,9.8,2.9,4,21.8,77.9,17,59,22.4,75.4,2,Insessorial,-43.64,-25,0,0,A,3,1000,4,2,CP,"S,T,Z",No,Meliphagidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.08385147158043,3.05400118167797,LC,851798.64,20.2,Passeriformes,3,Nectar,Shrub,PartiallyMigratory,Lower_risk
Phylidonyris pyrrhopterus,21.3,8.8,2.4,3.4,20.4,74.3,12.3,59.1,17.4,65.3,2,Insessorial,-43.64,-30.8,0,0,A,3,1000,3,3,CP,"S,Z",No,Meliphagidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.18472228170226,3.51749783735832,LC,357930.02,16.3,Passeriformes,3,Omnivore,Forest,Sedentary,Lower_risk
Phyllastrephus cabanisi,19.1,10.7,4.2,4.5,23,83,10.5,72.9,12.6,84.4,1,Generalist,-17.07,5.12,0,0,F,1,2100,3,2,CP,S,No,Pycnonotidae,ForagingGeneralist,NonCooperative,ExposedElevated,strong,No,1.04663513939211,3.2846635654062,LC,1995009.62,34.4,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Phyllastrephus debilis,15.2,8.8,3.4,3.7,16.8,64.6,7.1,56.2,11.2,64,2,Insessorial,-25.12,-2.38,0,0,F,1,1550,3,1,CP,"T,S",No,Pycnonotidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.939774487115278,3.5918177412708,LC,199654.82,14.3,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Phyllastrephus flavostriatus,20.7,11.9,3.9,4.5,22.1,87.3,12.3,75,14.1,86.8,1,Insessorial,-32.52,2.69,0,0,F,1,3000,4,2,CP,S,No,Pycnonotidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.09544511501033,4.46014441393783,LC,444379.94,28.3,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Phyllastrephus icterinus,18.1,11,4.4,4.3,19.6,72.8,8,66.1,10.7,67.6,1,Insessorial,-6.92,8.84,0,0,F,1,1430,3,3,CP,S,No,Pycnonotidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.897900760011848,3.81109708683819,LC,2473054.92,18.9,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Phyllastrephus poensis,20.9,11.3,4,4.6,23.2,79.8,8.2,70.9,10.3,79.6,1,Insessorial,3.21,7.66,0,0,F,1,1450,2,2,HC,S,No,Pycnonotidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.26118887247656,4.4496852831477,LC,44370.69,28.9,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Phyllastrephus terrestris,21.8,12.1,3.8,5,21.7,86.6,8.9,76.6,10.4,85.6,1,Generalist,-34.7,2.53,0,0,F,2,1750,4,4,CP,S,No,Pycnonotidae,GroundForaging,NonCooperative,ExposedElevated,strong,No,1.03329948475896,3.51154543883102,LC,2434586.59,31.1,Passeriformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Phyllastrephus xavieri,19.8,11.3,3.8,4.8,19.2,81.6,9.3,73.3,11.2,78.7,1,Insessorial,-4.21,5.79,0,0,F,1,1500,3,3,CP,S,No,Pycnonotidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.651355562432631,3.03013370027132,LC,968575.23,22.6,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Phyllomyias burmeisteri,11.4,6.9,3.5,3.4,15.3,63.9,14.9,48.8,23.3,48.1,1,Insessorial,-30.18,-13.9,0,0,L,2,1800,2,2,CP,T,No,Tyrannidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.45566548699957,4.57677071146639,LC,971005.03,11.1,Passeriformes,2.71527777777778,Invertebrate,Forest,Sedentary,Lower_risk
Phyllomyias fasciatus,9.8,5.8,3.6,3.1,15.2,57.2,10,47.2,17.5,49.1,1,Insessorial,-32.17,-2.37,0,0,L,2,300,3,2,CP,T,No,Tyrannidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.25364403422589,3.79323946943818,LC,3909215.38,10.3,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Phyllomyias griseiceps,9,4.9,3.7,3.1,14.2,51.6,9.2,42,18,45.2,1,Insessorial,-12.12,11.36,0,0,L,1,1200,1,2,CP,T,No,Tyrannidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.23548927645989,3.73766961828337,LC,707633.09,7.2,Passeriformes,2.71527777777778,Invertebrate,Forest,Sedentary,Lower_risk
Phyllomyias griseocapilla,9.5,5.2,3.3,3.1,15.7,56.5,8,48.5,14.2,46.8,1,Insessorial,-29.8,-14.3,0,0,L,2,1100,2,2,SP,T,No,Tyrannidae,ArborealGleaning,NonCooperative,Cavity,strong,No,1.66795849728005,5.49634821704717,NT,190093.2,8,Passeriformes,2.71527777777778,Invertebrate,Forest,Sedentary,Lower_risk
Phyllomyias sclateri,10.8,5.5,3.1,3.2,17,60.1,11.7,48.4,19.5,55.7,1,Insessorial,-27.21,-12.71,0,0,L,2,2000,2,1,CP,T,No,Tyrannidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.03329948475896,2.98568193770049,LC,87000.01,9.2,Passeriformes,2.71527777777778,Invertebrate,Forest,Sedentary,Lower_risk
Phyllomyias virescens,10.6,5.3,3,3,16.5,60.3,12.6,52.1,19.6,60.5,1,Insessorial,-31.71,-18.89,0,0,L,2,1000,1,1,PN,T,No,Tyrannidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.43242048745064,4.38327585407431,LC,1029199.71,8.2,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Phylloscartes difficilis,11.8,6.2,3.2,2.5,18,52.8,6.2,46.5,11.7,52.8,1,Insessorial,-30.03,-19.74,0,0,L,2,1200,1,1,DM,T,No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.69323779705223,5.57025108203168,LC,153868.01,6.9,Passeriformes,2.71527777777778,Invertebrate,Forest,Sedentary,Lower_risk
Phylloscartes kronei,9.1,7,3.6,3.6,17.8,50.6,9,41.7,17.5,51.3,2,Insessorial,-29.77,-24.07,0,0,L,1,150,2,1,SP,S,No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.9277398256021,5.11619578975675,LC,5479.39,8.3,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Phylloscartes oustaleti,12.9,8.2,4,3.4,18.7,56.5,8.3,48.1,14.7,56.8,1,Insessorial,-25.8,-18.08,0,0,L,2,400,1,1,DM,T,No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.74818230113087,5.93118361622305,LC,74884.82,10,Passeriformes,2.71527777777778,Invertebrate,Forest,Sedentary,Lower_risk
Phylloscartes roquettei,10,6.2,2.8,2.5,13.5,48.5,5.5,43,11.4,49,2,Insessorial,-19.69,-12.92,0,0,L,1,500,2,1,SP,T,No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.01227223442904,2.71469474382088,EN,238046.62,6,Passeriformes,2.71527777777778,Invertebrate,Woodland,Sedentary,Higher_risk
Phylloscartes sylviolus,9.3,5.8,3,2.4,15.1,48.9,6.8,42.1,13.9,51.4,1,Insessorial,-27.61,-19.05,0,0,L,2,600,1,2,PN,T,No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.45241258290229,4.75703253529734,LC,434888.86,8,Passeriformes,2.71527777777778,Invertebrate,Forest,Sedentary,Lower_risk
Phylloscartes ventralis,12.6,7.6,3.3,3.1,18.8,53.1,8,45.1,14.9,52.6,1,Insessorial,-34.98,-5.15,0,0,L,2,1200,3,2,SP,T,No,Tyrannidae,AerialSallying,NonCooperative,Cavity,weak,No,1.34370644432732,4.12228393091134,LC,1586787.28,8.3,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Phylloscopus affinis,10,6,2.6,2.2,18.3,59,8.9,50.9,14.8,43.8,1,Insessorial,25.71,37.29,0,0,IP,2,2780,4,1,SP,S,No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.914691219228694,4.31615389052317,LC,1835154.15,7,Passeriformes,5,Invertebrate,Shrub,Migratory,Lower_risk
Phylloscopus bonelli,11.5,6.7,2.6,2.3,18.2,63.5,14.7,48.9,23.1,49.8,2,Insessorial,31.07,49.73,0,0,FP,2,1900,4,1,SP,G,No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.73731909980789,4.73092139129365,LC,1297862.66,8.7,Passeriformes,6,Invertebrate,Forest,Migratory,Lower_risk
Phylloscopus borealis,13.5,8.8,3.1,3.1,17.9,66.2,17,48.9,25.8,47,1,Insessorial,42.93,72.08,0,0,IPNW,2,2500,6,1,SP,"C,T,Z",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.960184589404188,2.52572864430826,LC,13315320.46,10.9,Passeriformes,7,Invertebrate,Shrub,Migratory,Lower_risk
Phylloscopus budongoensis,10.4,5.5,2.4,2.8,17,51.6,5.9,45.6,11.5,35.2,1,Insessorial,-4.35,3.27,0,0,F,1,1500,1,1,SP,T,No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.814447639858499,4.27666611901606,LC,176695.47,8.2,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Phylloscopus cantator,11.8,6.7,2.5,2.6,16.2,53.8,9.6,43.7,18,42.4,1,Insessorial,17.13,29.21,0,0,IP,2,2000,4,1,SP,"G,S",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1,4.52936847257181,LC,519456.43,6,Passeriformes,4,Invertebrate,Forest,Sedentary,Lower_risk
Phylloscopus claudiae,11.2,6.1,2.9,2.8,16.2,59.9,12.1,47.8,20.2,47,2,Insessorial,28.3,41.15,0,0,P,3,2550,2,1,SP,"C,G,B",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.23282943481938,5.13638649940182,LC,1152693.73,7.6,Passeriformes,5,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Phylloscopus collybita,11.6,6,2.3,2.2,19.7,58.8,10.8,47.7,18.4,48.5,1,Insessorial,35.32,70.14,0,0,E,2,3300,8,1,DM,"G,S,T,Z",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.25994078695737,3.54095932403731,LC,7564956.38,8.3,Passeriformes,8,Invertebrate,Forest,Migratory,Lower_risk
Phylloscopus coronatus,13,7.4,3.2,3.1,16.6,61.3,13.8,47.5,22.6,47.4,2,Insessorial,26.98,54.57,0,0,IP,2,2000,3,1,SP,"G,S,T",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.39802790693505,4.87824610605051,LC,2148136.05,10.1,Passeriformes,7,Invertebrate,Woodland,Migratory,Lower_risk
Phylloscopus forresti,9.6,5,2,2.1,16.4,53.2,9.2,44,17.3,41,2,Insessorial,24.73,34.56,0,0,P,3,500,1,1,SP,T,No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.927487211073157,3.91402100809082,LC,697649.37,5.4,Passeriformes,5,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Phylloscopus fuscatus,11.9,7,2.5,2.6,21.4,62.3,12.1,51.1,19.1,53.4,1,Insessorial,28.54,66.78,0,0,IP,2,4200,5,1,SP,"G,S,T",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.883756169761018,3.13549421592915,LC,11609109.62,8.7,Passeriformes,6,Invertebrate,Riparian,Migratory,Lower_risk
Phylloscopus goodsoni,11.4,6,2,2.2,15.6,58.4,10.9,47.5,18.7,44.5,2,Insessorial,21.42,32.25,0,0,I,2,2200,2,2,SP,"C,G,B",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.42642875564733,5.79148805507531,LC,928043.69,7.6,Passeriformes,5,Invertebrate,Forest,Migratory,Lower_risk
Phylloscopus griseolus,12.3,6.6,2.6,2.4,21.3,63.6,10.1,53.1,16,49.2,2,Generalist,29.45,51.67,0,0,IP,2,3075,4,1,SP,S,No,Phylloscopidae,GroundForaging,NonCooperative,Cavity,weak,No,0.823549026052807,2.92316158071916,LC,4312876.09,7.6,Passeriformes,5,Invertebrate,Shrub,Migratory,Lower_risk
Phylloscopus hainanus,11.1,6.4,2.3,2.1,16.5,51.5,6.8,44.8,13.1,38.6,1,Insessorial,18.31,19.33,1,1,I,1,860,2,1,DM,G,No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.11937322132261,4.31615389052317,VU,13199.58,9.5,Passeriformes,4.1153846153846,Invertebrate,Forest,Sedentary,Higher_risk
Phylloscopus humei,10,5.4,2.4,2.1,17.5,54.6,13,40.5,24.8,39.6,1,Insessorial,25.48,53.58,0,0,IP,2,1980,4,1,SP,"G,T,Z",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.868897832617319,3.61899332664977,LC,3694487.56,6,Passeriformes,6,Invertebrate,Forest,Migratory,Lower_risk
Phylloscopus inornatus,9.9,5.3,2.5,2.3,16.8,58.4,11.3,48.2,19,37.8,1,Insessorial,40.13,70.8,0,0,IP,5,3500,6,1,"SP,DM","G,Z",No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.840896415253715,1.58923520511658,LC,10713136.25,6.6,Passeriformes,7,Invertebrate,Shrub,Migratory,Lower_risk
Phylloscopus laetus,11.2,6.1,2.8,2.6,18.8,55.4,6,49.4,10.8,40.2,1,Insessorial,-5.71,2.58,0,0,F,1,1900,3,1,SP,S,No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.887356065737526,5.41298444152616,LC,81632.11,9.5,Passeriformes,3,Invertebrate,Forest,Sedentary,Lower_risk
Phylloscopus magnirostris,13.6,7.2,3.1,2.9,19.2,67.2,13.8,54,20.4,52.2,1,Insessorial,25.36,37.21,0,0,IP,2,3700,2,1,SP,T,No,Phylloscopidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.91140681711945,4.29728540621879,LC,627409.71,11.6,Passeriformes,5,Invertebrate,Forest,Migratory,Lower_risk
