original_name,standardized_name,Residential_development,Agriculture,Energy,Transportation,Biological_use_hunting,Human_intrusions,Natural_modifications,Invasive_species,Pollution,Geological_events,Climate_change,Number_of_threats,Habitat_density,Primary_lifestyle,Beak_length_culmen,Beak_length_nares,Beak_width,Beak_depth,Tarsus_length,Wing_length,Kipps_distance,Secondary1_length,Hand_wing_index,Tail_length,Minimum_latitude,Maximum_latitude,Island_restricted_breeding,Realm,Latitudinal_range,Minimum_elevation,Elevational_range,Maximum_elevation,Habitat_breadth,Diet_breadth,Flightlessness,Adult_survival_annual,Age_at_first_breeding,Maximum_longevity,Generation_length,Foraging_strategy,Mating_system,Nest_placement,Territoriality,Island_dwelling,Night_lights,Human_population_density,Order,Family,Range_size,Body_mass,IUCN_status,Clutch_size,Diet,Habitat,Migration,Extinction_risk
Euphonia cyanocephala,Euphonia cyanocephala,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,9.4,5.4,4.1,4.1,14.5,64.2,18.6,45.6,28.9,37.8,-32.22,11.07,0,L,2,500,2300,2800,4,2,No,0.61237405,1.138577446,9.102707926,2.608056273,ArborealGleaning,NonCooperative,Cavity,weak,No,1.31277141725489,4.07753744390572,PASSERIFORMES,Fringillidae,2711347.81,14,LC,3,Fruit,Forest,Sedentary,Lower_risk
Euphonia musica,Euphonia musica,0,1,0,0,1,0,0,0,0,0,0,2,2,Insessorial,9.7,5.2,4.4,4.3,14.4,64,19.4,44.6,30.3,36,11.99,19.68,1,L,1,0,2300,2300,3,1,No,0.549103397,1.022953868,8.529035296,2.199726887,ArborealGleaning,NonCooperative,Cavity,weak,No,1.61660968358921,5.48935086394401,PASSERIFORMES,Fringillidae,35315.4,14.7,LC,2,Fruit,Forest,Sedentary,Lower_risk
Euphonia sclateri,Euphonia musica,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,9.7,5.2,4.4,4.3,14.4,64,19.4,44.6,30.3,36,17.93,18.52,1,L,1,0,2000,2000,3,1,No,0.582,1.144208007,9.97001009,2.491763577,ArborealGleaning,NonCooperative,Cavity,weak,No,1.61660968358921,5.48935086394401,PASSERIFORMES,Fringillidae,8774.44,14.7,LC,4,Fruit,Shrub,Sedentary,Lower_risk
Euphonia imitans,Euphonia imitans,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,12,7,4.8,4.9,14.5,55.8,11.7,45.4,20.5,28.2,8.03,9.77,0,L,1,0,1350,1350,2,3,No,0.590559614,1.095334669,8.607502455,2.458364498,ArborealGleaning,NonCooperative,Cavity,weak,No,1.29125257020201,3.88362353090645,PASSERIFORMES,Fringillidae,14869.65,14,LC,3,Fruit,Forest,Sedentary,Lower_risk
Euphonia gouldi,Euphonia gouldi,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,12.2,6.5,4.6,4.9,14.5,53.3,12.7,44.2,22.2,25.4,8.65,18.76,0,L,1,0,500,500,3,1,No,0.590559614,1.095334669,8.829241382,2.458364498,ArborealGleaning,NonCooperative,Cavity,weak,No,1.06778997237244,3.37758751602302,PASSERIFORMES,Fringillidae,326598.75,14,LC,4,Fruit,Forest,Sedentary,Lower_risk
Euphonia mesochrysa,Euphonia mesochrysa,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,12.4,5.6,4.6,4.6,15.6,57.8,12.9,44.9,22.3,34,-17.83,4.09,0,L,1,800,1350,2150,2,1,No,0.585967406,1.101207335,8.648083487,2.442574286,ArborealGleaning,NonCooperative,Cavity,weak,No,0.832358290057563,2.4423470353692,PASSERIFORMES,Fringillidae,193537.98,13,LC,5,Fruit,Forest,Sedentary,Lower_risk
Euphonia minuta,Euphonia minuta,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,10.6,5.7,4.1,3.6,12.4,51.4,11.8,39.5,22.9,27.7,-17.64,17.34,0,L,1,0,500,500,1,2,No,0.615953906,1.01676282,6.815585877,2.376950361,ArborealGleaning,NonCooperative,Cavity,weak,No,0.76360669816636,1.7404661748405,PASSERIFORMES,Fringillidae,5149944.3,10,LC,5,Fruit,Forest,Sedentary,Lower_risk
Euphonia xanthogaster,Euphonia xanthogaster,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,10.7,6,4.8,4.8,16.4,61.4,13.7,47.7,22.4,36,-22.99,10.91,0,L,1,0,2250,2250,4,3,No,0.540812833,0.999023542,7.922936643,2.117811425,ArborealGleaning,NonCooperative,Cavity,weak,No,0.927487211073157,2.77258872223978,PASSERIFORMES,Fringillidae,3715684.5,13,LC,4,Fruit,Forest,Sedentary,Lower_risk
Euphonia rufiventris,Euphonia rufiventris,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,12,6.9,4.7,4.9,15.5,58.5,12.1,46.4,20.8,34.1,-17.78,7.47,0,L,1,0,500,500,3,1,No,0.595304905,1.117051947,8.702957136,2.502739043,ArborealGleaning,NonCooperative,Cavity,weak,No,0.720843424240426,1.1314021114911,PASSERIFORMES,Fringillidae,4409554.14,14,LC,3,Fruit,Forest,Sedentary,Lower_risk
Euphonia pectoralis,Euphonia pectoralis,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,10.9,7.6,4.7,5.3,15.9,61.1,13.6,48.8,21.8,33.9,-30.12,-8.25,0,L,2,0,1550,1550,2,2,No,0.592453336,1.101429578,9.103333834,2.473468129,ArborealGleaning,NonCooperative,Cavity,weak,No,1.41332884904534,4.30271282795416,PASSERIFORMES,Fringillidae,1361244.46,14.4,LC,5,Fruit,Forest,Sedentary,Lower_risk
Euphonia cayennensis,Euphonia cayennensis,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,11.5,6.6,4.8,4.9,15.5,56.6,11.5,43.7,20.9,31,-4.25,7.94,0,L,1,0,600,600,3,1,No,0.605120685,0.990545951,7.539191892,2.3765101,ArborealGleaning,NonCooperative,Cavity,weak,No,0.774596669241483,2.09186406167839,PASSERIFORMES,Fringillidae,1272525.45,14.3,LC,5,Fruit,Forest,Sedentary,Lower_risk
Mycerobas icterioides,Mycerobas icterioides,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,27,18.8,13.3,16.5,26.4,127.4,35,92.7,27.4,91.4,27.62,36.65,0,P,3,1800,1700,3500,3,4,No,0.575112601,0.916069649,11.77208203,2.459179562,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.974003746425297,4.76813901426623,PASSERIFORMES,Fringillidae,406197.58,67,LC,3,Omnivore,Forest,Sedentary,Lower_risk
Mycerobas melanozanthos,Mycerobas melanozanthos,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,27.8,18,14.1,18,22.3,120.6,43.5,76.3,36.3,72.8,18.64,35.16,0,IP,3,1000,2600,3600,1,2,No,0.663779196,1.052209703,12.80773413,2.963005402,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.97128683364167,3.958906591327,PASSERIFORMES,Fringillidae,1431214.95,62,LC,3,Omnivore,Forest,Sedentary,Lower_risk
Mycerobas carnipes,Mycerobas carnipes,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,25.5,16.6,13.4,16.2,25.7,112.8,32.1,80.4,28.5,94.4,24.32,48.32,0,P,3,1000,3600,4600,3,3,No,0.652709217,1.130352903,12.94042089,2.958851463,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.861173529963367,3.47506723022861,PASSERIFORMES,Fringillidae,3247977.86,58.8,LC,3,Omnivore,Forest,Sedentary,Lower_risk
Coccothraustes coccothraustes,Coccothraustes coccothraustes,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,23,16.6,12,15,21,102,33.6,68.6,32.9,57.2,30.4,63.38,0,P,3,0,2200,2200,5,4,No,0.572212579,1.051229435,12.58,2.689967447,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.33538588056513,4.04129534113228,PASSERIFORMES,Fringillidae,12197802.66,56.6,LC,5,Omnivore,Woodland,PartiallyMigratory,Lower_risk
Eophona migratoria,Eophona migratoria,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,21.8,15.3,10,12.7,21.1,97.4,32.2,65.1,33.1,75.8,23.61,57.24,0,IP,3,0,1000,1000,4,3,No,0.629993021,1.265615096,11.03458745,2.899593398,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.27104265944946,4.98429131875665,PASSERIFORMES,Fringillidae,3312437.98,46.9,LC,5,Omnivore,Forest,Sedentary,Lower_risk
Eophona personata,Eophona personata,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,25.6,18.2,12.5,16.4,22,108.7,39,67.9,36.4,80.4,30.24,54.79,0,IP,3,0,1000,1000,3,3,No,0.660711794,1.402956679,12.26138436,3.266677326,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.54106080912065,5.03435182071357,PASSERIFORMES,Fringillidae,1516318.98,80,LC,4,Omnivore,Forest,Sedentary,Lower_risk
Paroreomyza montana,Paroreomyza montana,0,1,0,0,1,0,1,1,0,0,1,5,1,Insessorial,13.3,9,3.2,3.5,21.3,64.6,12.2,52.4,18.7,47.4,20.63,20.83,1,O,1,900,1600,2500,4,2,No,0.87,2,8,4.451755469,ArborealGleaning,Cooperative,Cavity,strong,Yes,0.90808651852317,0.405465108108164,PASSERIFORMES,Fringillidae,255.12,13.1,EN,2,Invertebrate,Forest,Sedentary,Higher_risk
Oreomystis bairdi,Oreomystis bairdi,0,1,0,0,1,0,0,1,0,0,1,4,1,Insessorial,16.8,11,4,5.2,20.1,67.2,13.3,54,19.8,45.8,22.05,22.17,1,O,1,600,1000,1600,1,1,No,0.61903794,1.033559659,7.742113066,2.482175273,BarkGleaning,NonCooperative,ExposedElevated,weak,Yes,0.651355562432631,0.336472236621213,PASSERIFORMES,Fringillidae,85.6,14.2,CR,2,Invertebrate,Forest,Sedentary,Higher_risk
Telespiza cantans,Telespiza cantans,0,0,0,0,1,0,0,1,0,0,1,3,3,Generalist,18.9,12.3,7.6,12.3,24.4,80.5,15.9,64.6,19.8,56.7,25.75,25.78,1,O,1,0,11,11,2,4,No,0.5705834,2,11.5,3.841010368,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,0,0,PASSERIFORMES,Fringillidae,3.41,33.3,VU,5,Omnivore,Shrub,Sedentary,Higher_risk
Telespiza ultima,Telespiza ultima,0,1,0,0,0,0,1,1,0,0,1,4,3,Generalist,15.2,10.1,6.5,9.7,21.2,77.5,14.5,63,18.7,58,23.05,23.06,1,O,1,0,277,277,3,4,No,0.728184407,1.982367024,12,4.31498503,ArborealGleaning,NonCooperative,Cavity,weak,Yes,0,0,PASSERIFORMES,Fringillidae,1.55,24.2,CR,5,Omnivore,Shrub,Sedentary,Higher_risk
Loxioides bailleui,Loxioides bailleui,0,1,0,0,0,1,1,1,0,0,1,5,2,Insessorial,14.4,8.8,7.1,10.1,24.2,89,18,71,20.2,65.4,19.73,19.91,1,O,1,2000,1000,3000,1,4,No,0.63,1.5,17,4.503753758,ArborealGleaning,Cooperative,ExposedElevated,weak,No,0.51436867236104,0.470003629245736,PASSERIFORMES,Fringillidae,134.59,37.8,CR,3,Granivore,Forest,Sedentary,Higher_risk
Hemignathus wilsoni,Hemignathus wilsoni,0,1,0,0,1,0,0,1,0,0,1,4,1,Insessorial,23.2,16.9,4.5,5.4,22.8,73.4,16.5,55.7,23,44.2,19.27,19.92,1,O,1,1500,500,2000,2,1,No,0.71,1.034801089,13,3.32983012,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.600462428088885,0.262364264467491,PASSERIFORMES,Fringillidae,151.37,28,EN,2,Invertebrate,Forest,Sedentary,Higher_risk
Pseudonestor xanthophrys,Pseudonestor xanthophrys,0,1,0,0,1,0,0,1,0,0,1,4,1,Insessorial,21.4,13.8,5.4,13,21.9,72.2,14.1,56.9,19.9,45.4,20.69,20.79,1,O,1,1200,1150,2350,1,1,No,0.648607921,1.12494716,6.593536444,2.615573476,BarkGleaning,NonCooperative,ExposedElevated,strong,Yes,0.575901449065324,0,PASSERIFORMES,Fringillidae,49.32,22.1,CR,2,Invertebrate,Forest,Sedentary,Higher_risk
Magumma parva,Magumma parva,1,1,0,0,1,0,0,1,0,0,1,5,1,Insessorial,15.7,9.7,3.7,4.3,19.6,57.5,12.5,45,21.8,43,22.01,22.2,1,O,1,600,1000,1600,1,2,No,0.587905348,0.999452355,9.5,2.376509027,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,0.642114135151817,0.0953101798043249,PASSERIFORMES,Fringillidae,318.21,9.3,EN,4,Omnivore,Forest,Sedentary,Higher_risk
Manucerthia mana,Loxops mana,0,1,0,0,1,0,0,1,0,0,1,4,1,Insessorial,16,9.8,3.8,4.8,21.6,64.6,12.3,52.3,19,42,19.1,19.94,1,O,1,1000,1300,2300,2,1,No,0.73,1.038546008,8.75,3.179261417,BarkGleaning,NonCooperative,ExposedElevated,weak,No,0.622332977288478,0.693147180559945,PASSERIFORMES,Fringillidae,697.48,14.6,EN,2,Invertebrate,Forest,Sedentary,Higher_risk
Loxops caeruleirostris,Loxops caeruleirostris,1,0,0,0,1,0,0,1,0,0,1,4,1,Insessorial,14.2,9.1,4.5,5.4,20.5,61.8,15.8,46.5,25.3,52.4,22.11,22.13,1,O,1,1100,500,1600,1,1,No,0.60118296,0.979910483,7.348174776,2.282846669,ArborealGleaning,NonCooperative,ExposedElevated,strong,Yes,0,0,PASSERIFORMES,Fringillidae,5.22,10.8,CR,2,Invertebrate,Forest,Sedentary,Higher_risk
Loxops coccineus,Loxops coccineus,0,1,0,0,1,0,0,1,0,0,1,4,1,Insessorial,14.2,9.1,4.5,5.4,20.5,61.8,15.8,46.5,25.3,52.4,19.15,19.85,1,O,1,1100,1000,2100,1,1,No,0.776666667,0.999452355,10,3.609115194,ArborealGleaning,NonCooperative,Cavity,weak,No,0.632455532033676,1.19392246847243,PASSERIFORMES,Fringillidae,383.93,10.5,EN,2,Invertebrate,Forest,Sedentary,Higher_risk
Chlorodrepanis stejnegeri,Chlorodrepanis stejnegeri,0,1,0,0,1,0,0,1,0,0,1,4,1,Insessorial,20.8,14.1,3.9,5.2,21.8,65.7,16.8,48.9,25.6,40.7,22.02,22.18,1,O,1,600,1000,1600,3,3,No,0.625523837,1.036541348,10.05406217,2.61437471,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,0.622332977288478,0.0953101798043249,PASSERIFORMES,Fringillidae,234.83,16.6,EN,4,Omnivore,Forest,Sedentary,Higher_risk
Chlorodrepanis virens,Chlorodrepanis virens,0,0,0,0,0,0,0,1,0,0,0,1,1,Insessorial,17.6,11.3,3.7,4.4,21.6,65.3,13.2,49.9,20.9,45,19.01,21.17,1,O,1,500,2600,3100,3,2,No,0.619754553,1.025741448,12,2.616965917,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.951597874006527,2.50143595173921,PASSERIFORMES,Fringillidae,6246.28,13.7,LC,4,Invertebrate,Forest,Sedentary,Lower_risk
Drepanis coccinea,Vestiaria coccinea,1,1,0,0,1,0,0,1,0,0,1,5,1,Insessorial,29.2,20.8,4.5,5.9,23.7,77.3,19.4,56.5,25.5,56.7,19.1,22.2,1,O,1,1300,600,1900,2,2,No,0.576712569,1.175250097,9.138497907,2.473744418,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,1.46608953547199,4.14630430115281,PASSERIFORMES,Fringillidae,3813.22,18.2,VU,3,Nectar,Forest,Sedentary,Higher_risk
Himatione sanguinea,Himatione sanguinea,0,0,0,0,0,0,0,1,0,0,0,1,1,Insessorial,20.2,12.3,4.2,4.7,22.8,71.7,22.1,50.3,30.5,52.4,18.91,22.23,1,O,1,1250,1750,3000,3,2,No,0.72,1.134469684,7.769152684,3.083160573,ArborealGleaning,NonCooperative,ExposedElevated,strong,Yes,1.45728379465344,4.12552017969055,PASSERIFORMES,Fringillidae,16390.65,15.2,LC,4,Nectar,Forest,Sedentary,Lower_risk
Palmeria dolei,Palmeria dolei,0,1,0,0,1,0,0,1,0,0,1,4,1,Insessorial,22.5,16.9,5.3,6.3,31.9,91.5,23.9,67.6,26.1,72.2,20.69,20.8,1,O,1,1500,600,2100,1,2,No,0.628305631,3,9.709687282,4.583319376,ArborealGleaning,Cooperative,ExposedElevated,strong,Yes,0.494923200383977,0,PASSERIFORMES,Fringillidae,57.85,26.1,CR,2,Nectar,Forest,Sedentary,Higher_risk
Carpodacus erythrinus,Carpodacus erythrinus,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,12,8,6.8,7.9,16.4,80.2,24.7,55.8,30.8,58.6,25.19,71.02,0,IP,2,200,4350,4550,5,4,No,0.490169859,1,9.723480796,2.23998474,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.063659179389,3.15700042115011,PASSERIFORMES,Fringillidae,23264611.24,24,LC,6,Granivore,Forest,Migratory,Lower_risk
Carpodacus sipahi,Carpodacus sipahi,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,16.5,12,9.1,11.3,18.4,100.3,21.6,78.3,21.6,68,22.4,31.13,0,P,3,400,3450,3850,3,4,No,0.569959447,1.110711848,10.20308463,2.403132129,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.989846400767953,4.22683374526818,PASSERIFORMES,Fringillidae,471042.21,39.5,LC,4,Omnivore,Forest,Sedentary,Lower_risk
Carpodacus rhodochlamys,Carpodacus rhodochlamys,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,16.1,11.3,8,10.7,21.4,88,19.7,68.4,22.3,80.2,29.58,53.1,0,P,3,1200,3700,4900,5,2,No,0.510041169,1.034878957,9.984175277,2.306961871,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.769160567313459,2.26176309847379,PASSERIFORMES,Fringillidae,2904755.32,33.4,LC,6,Omnivore,Forest,PartiallyMigratory,Lower_risk
Carpodacus pulcherrimus,Carpodacus pulcherrimus,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,12.3,8.4,6.3,7.4,19,75.5,18.1,57.4,23.8,64.6,25.57,49.94,0,P,3,2700,1800,4500,3,2,No,0.48820959,0.930119353,8.761145295,2.043247575,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.890912674351071,3.37073817417745,PASSERIFORMES,Fringillidae,2405247.9,19.2,LC,5,Granivore,Shrub,PartiallyMigratory,Lower_risk
Carpodacus rodochroa,Carpodacus rodochroa,0,0,0,0,0,0,0,0,0,0,0,0,2,Generalist,14.4,10.1,6.9,8.4,18.1,79.9,25,56.9,30.4,56.6,26.88,35.4,0,P,3,1200,3340,4540,5,2,No,0.587992407,0.999900881,8.320500754,2.311079144,GroundForaging,NonCooperative,ExposedElevated,weak,No,0.890912674351071,4.42604352009066,PASSERIFORMES,Fringillidae,251585.02,17.8,LC,5,Granivore,Forest,PartiallyMigratory,Lower_risk
Carpodacus synoicus,Carpodacus synoicus,0,0,0,0,0,0,0,0,0,0,0,0,3,Generalist,11.7,8.1,6.3,7.9,18.5,83.9,21.9,61.2,26.4,66,27.08,31.98,0,P,3,1000,1000,2000,3,2,No,0.534097962,0.941718387,8.818032108,2.061283966,ArborealGleaning,NonCooperative,Cavity,weak,No,0.897900760011848,3.23474917402449,PASSERIFORMES,Fringillidae,172774.39,20.8,LC,7,Omnivore,Rocky,Sedentary,Lower_risk
Carpodacus rubicilloides,Carpodacus rubicilloides,0,0,0,0,0,0,0,0,0,0,0,0,2,Generalist,17.5,13,9.1,10.5,23.9,105.4,22.4,82.9,21.2,87.4,27.19,40.09,0,P,3,2200,3000,5200,3,1,No,0.543848744,1.081659946,10.11357605,2.365486713,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.740082804492285,3.02042488614436,PASSERIFORMES,Fringillidae,1697733.83,42,LC,5,Granivore,Shrub,Sedentary,Lower_risk
Carpodacus rubicilla,Carpodacus rubicilla,0,0,0,0,0,0,0,0,0,0,0,0,3,Terrestrial,15.2,11.7,8.1,11.2,20.6,114.8,35.6,79.2,31,85.6,25.67,50.18,0,P,3,900,4100,5000,4,2,No,0.553685588,1.087540451,10.40298333,2.411668662,GroundForaging,NonCooperative,ExposedElevated,weak,No,0.632455532033676,2.37954613413017,PASSERIFORMES,Fringillidae,3210935.5,43.2,LC,5,Omnivore,Rocky,Sedentary,Lower_risk
Carpodacus sibiricus,Carpodacus sibiricus,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,10.7,6.7,6.2,7.6,15.4,71.2,16,55.2,22.5,86.8,24.44,60.46,0,P,3,0,3400,3400,5,4,No,0.457986439,0.912938574,8.948280429,2.055108943,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.968546928116901,3.37758751602302,PASSERIFORMES,Fringillidae,6041699.66,17.4,LC,6,Omnivore,Shrub,PartiallyMigratory,Lower_risk
Carpodacus puniceus,Carpodacus puniceus,0,0,0,0,0,0,0,0,0,0,0,0,3,Terrestrial,17.1,12.6,8.3,9.1,24,107.7,26.5,80.1,24.8,83.4,25.95,45.71,0,P,3,2700,3000,5700,2,3,No,0.547964461,1.103407451,10.36175855,2.419420445,GroundForaging,NonCooperative,ExposedElevated,weak,No,0.622332977288478,2.10413415427021,PASSERIFORMES,Fringillidae,3485769.61,46.6,LC,5,Omnivore,Grassland,PartiallyMigratory,Lower_risk
Carpodacus roseus,Carpodacus roseus,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,12.5,8.9,7,8.4,18.9,88,25.4,61.3,29.4,67.1,45.15,67.52,0,P,3,1500,1530,3030,5,3,No,0.478185808,1.004385792,10.04518914,2.289475821,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.699927102316117,1.02961941718116,PASSERIFORMES,Fringillidae,5619010.01,28.6,LC,5,Granivore,Forest,Migratory,Lower_risk
Carpodacus thura,Carpodacus thura,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,12.7,9.2,6.9,8,22.6,82,12.8,68.9,15.7,71.8,27.01,36.15,0,P,3,2400,1800,4200,3,3,No,0.527324896,1.020045865,9.485046124,2.223289317,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.67694724277124,3.11351530921037,PASSERIFORMES,Fringillidae,296994,31,LC,4,Omnivore,Shrub,PartiallyMigratory,Lower_risk
Pinicola enucleator,Pinicola enucleator,0,0,0,0,1,0,0,0,0,0,1,2,1,Insessorial,16.6,12.3,8.6,11.2,19.6,109.2,32.1,77.1,29.4,85.1,34.57,70.33,0,NP,3,0,3100,3100,5,4,No,0.558355927,1.075429322,11.76460717,2.594824817,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.865061545414422,1.7404661748405,PASSERIFORMES,Fringillidae,18396768.3,56.4,LC,4,Omnivore,Forest,PartiallyMigratory,Lower_risk
Pyrrhula nipalensis,Pyrrhula nipalensis,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,13.7,9.3,8.9,9.8,16.4,85.9,17.9,67.2,21.1,75,11.46,32.82,0,I,2,1300,2400,3700,1,4,No,0.621677342,1.217392652,13.3856092,2.947023655,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.1877178107474,4.97604384932664,PASSERIFORMES,Fringillidae,2202759.21,24.6,LC,2,Omnivore,Forest,Sedentary,Lower_risk
Pyrrhula aurantiaca,Pyrrhula aurantiaca,0,0,0,0,0,0,0,0,0,0,0,0,1,Generalist,11.2,7.3,6.7,8,15.2,77.9,17.2,60.6,22.1,58.2,30.23,36.13,0,P,3,1550,1950,3500,1,3,No,0.470964669,0.94247082,13.06499488,2.66560694,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.01467384616866,5.08078305399834,PASSERIFORMES,Fringillidae,115572.74,19.3,LC,4,Granivore,Forest,Sedentary,Lower_risk
Pyrrhula erythrocephala,Pyrrhula erythrocephala,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,11.5,7.4,7.3,8.3,16.5,77.4,12.9,64.6,16.6,66,26.77,33.52,0,P,3,1500,2700,4200,3,5,No,0.487182935,0.968631687,13.273918,2.717746245,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.901334477574,4.39444915467244,PASSERIFORMES,Fringillidae,283133.57,22.3,LC,4,Granivore,Forest,Sedentary,Lower_risk
Pyrrhula erythaca,Pyrrhula erythaca,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,12.4,7.8,7.6,8.4,17.5,81.7,16.7,64.7,20.6,71.9,21.49,43.22,0,IP,3,2000,1800,3800,1,3,No,0.474330032,0.939347583,12.92479255,2.642998822,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.12643586326295,4.86599480426999,PASSERIFORMES,Fringillidae,2188959.5,19,LC,3,Omnivore,Forest,Sedentary,Lower_risk
Pyrrhula murina,Pyrrhula murina,0,1,0,0,1,0,0,1,0,0,0,3,2,Insessorial,12.6,9.8,9.2,10.2,20.8,83.7,21.5,63.4,25.4,71,37.73,37.84,1,P,3,300,700,1000,1,3,No,0.525953725,1.025807472,17.5,3.367504304,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,1.49833054833183,0,PASSERIFORMES,Fringillidae,144.43,30,VU,3,Granivore,Forest,Sedentary,Higher_risk
Pyrrhula pyrrhula,Pyrrhula pyrrhula,0,1,0,0,0,0,0,0,0,0,0,1,2,Insessorial,13.1,8.6,8.2,9,18,88.6,22.1,66.7,24.9,68.3,33.14,70.4,0,P,3,0,3000,3000,4,3,No,0.478342437,1.000371653,17.5,3.345684017,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.24725094452175,3.49650756146648,PASSERIFORMES,Fringillidae,17864017.39,24.3,LC,6,Omnivore,Forest,Sedentary,Lower_risk
Rhodopechys sanguineus,Rhodopechys sanguineus,0,0,0,0,0,0,0,0,0,0,0,0,3,Terrestrial,13.3,10.3,7.6,10.7,18.6,100.5,36.4,64.5,36,57.1,28.21,44.71,0,P,3,1100,3100,4200,6,3,No,0.545105756,1.027201191,10.93881851,2.436071631,GroundForaging,NonCooperative,ExposedGround,weak,No,1.18920711500272,4.08092154188996,PASSERIFORMES,Fringillidae,1751280.31,38.1,LC,5,Omnivore,Rocky,PartiallyMigratory,Lower_risk
Bucanetes githagineus,Bucanetes githagineus,0,0,0,0,0,0,0,0,0,0,0,0,3,Terrestrial,11.3,7.6,6.5,8.8,16.2,81.9,28.6,53.3,34.8,53.1,11.77,43.2,0,FP,2,0,3000,3000,3,2,No,0.507261622,1,9.006707808,2.13810023,GroundForaging,NonCooperative,ExposedGround,weak,No,1.06573058000606,3.49953328238302,PASSERIFORMES,Fringillidae,7096376.81,19.6,LC,6,Granivore,Desert,PartiallyMigratory,Lower_risk
Bucanetes mongolicus,Bucanetes mongolicus,0,0,0,0,0,0,0,0,0,0,0,0,3,Terrestrial,11.1,7.4,5.1,7.4,18.1,84.8,27.2,57.8,32,59.8,28.59,51.39,0,P,3,500,4000,4500,3,2,No,0.513693926,0.99463469,9.649574763,2.224876823,GroundForaging,NonCooperative,ExposedGround,weak,No,0.868897832617319,2.80336038090653,PASSERIFORMES,Fringillidae,4276225.48,21.5,LC,6,Granivore,Plains,PartiallyMigratory,Lower_risk
Callacanthis burtoni,Callacanthis burtoni,0,0,0,0,0,0,0,0,0,0,0,0,1,Terrestrial,16.4,11.4,8.4,9.4,19.4,97.3,27.6,69,28.5,69.4,26.9,35.77,0,I,3,1800,1565,3365,1,3,No,0.578211114,1.13949984,10.77676563,2.509373036,GroundForaging,NonCooperative,ExposedElevated,weak,No,0.95734797173816,4.92870191133357,PASSERIFORMES,Fringillidae,220959.72,38.1,LC,3,Granivore,Forest,Sedentary,Lower_risk
